Code;Niveau;Description_FR;Description_EN;DD_%;TVA_%;Autres_Taxes_%;Taxes_Detail;Formalites;Total_%
6110309000;HS10;De fibres synthétiques ou artificielles - Autre;Jerseys - Other;30.0;;;;;
611090;HS6;D'autres matières textiles;Jerseys;30.0;14.0;0.0;=;=;46.0
6110901000;HS10;D'autres matières textiles - Type 1;Jerseys - Type 1;30.0;;;;;
6110902000;HS10;D'autres matières textiles - Type 2;Jerseys - Type 2;30.0;;;;;
6110909000;HS10;D'autres matières textiles - Autre;Jerseys - Other;30.0;;;;;
611110;HS6;Vêtements pour bébés en bonneterie;Knitted babies' garments;30.0;14.0;0.0;=;=;46.0
6111101000;HS10;Vêtements pour bébés en bonneterie - Type 1;Knitted babies' garments - Type 1;30.0;;;;;
6111102000;HS10;Vêtements pour bébés en bonneterie - Type 2;Knitted babies' garments - Type 2;30.0;;;;;
6111109000;HS10;Vêtements pour bébés en bonneterie - Autre;Knitted babies' garments - Other;30.0;;;;;
611120;HS6;De coton;Garments and clothing accessories;30.0;14.0;0.0;=;=;46.0
6111201000;HS10;De coton - Type 1;Garments and clothing accessories - Type 1;30.0;;;;;
6111202000;HS10;De coton - Type 2;Garments and clothing accessories - Type 2;30.0;;;;;
6111209000;HS10;De coton - Autre;Garments and clothing accessories - Other;30.0;;;;;
611130;HS6;De fibres synthétiques;Garments and clothing accessories;30.0;14.0;0.0;=;=;46.0
6111301000;HS10;De fibres synthétiques - Type 1;Garments and clothing accessories - Type 1;30.0;;;;;
6111302000;HS10;De fibres synthétiques - Type 2;Garments and clothing accessories - Type 2;30.0;;;;;
6111309000;HS10;De fibres synthétiques - Autre;Garments and clothing accessories - Other;30.0;;;;;
611190;HS6;D'autres matières textiles;Garments and clothing accessories;30.0;14.0;0.0;=;=;46.0
6111901000;HS10;D'autres matières textiles - Type 1;Garments and clothing accessories - Type 1;30.0;;;;;
6111902000;HS10;D'autres matières textiles - Type 2;Garments and clothing accessories - Type 2;30.0;;;;;
6111909000;HS10;D'autres matières textiles - Autre;Garments and clothing accessories - Other;30.0;;;;;
611211;HS6;Survêtements de sport en bonneterie de coton;Cotton knitted track suits;30.0;14.0;0.0;=;=;46.0
6112111000;HS10;Survêtements de sport en bonneterie de coton - Type 1;Cotton knitted track suits - Type 1;30.0;;;;;
6112112000;HS10;Survêtements de sport en bonneterie de coton - Type 2;Cotton knitted track suits - Type 2;30.0;;;;;
6112119000;HS10;Survêtements de sport en bonneterie de coton - Autre;Cotton knitted track suits - Other;30.0;;;;;
611212;HS6;De fibres synthétiques;Track suits;30.0;14.0;0.0;=;=;46.0
6112121000;HS10;De fibres synthétiques - Type 1;Track suits - Type 1;30.0;;;;;
6112122000;HS10;De fibres synthétiques - Type 2;Track suits - Type 2;30.0;;;;;
6112129000;HS10;De fibres synthétiques - Autre;Track suits - Other;30.0;;;;;
611219;HS6;D'autres matières textiles;Track suits;30.0;14.0;0.0;=;=;46.0
6112191000;HS10;D'autres matières textiles - Type 1;Track suits - Type 1;30.0;;;;;
6112192000;HS10;D'autres matières textiles - Type 2;Track suits - Type 2;30.0;;;;;
6112199000;HS10;D'autres matières textiles - Autre;Track suits - Other;30.0;;;;;
611220;HS6;Combinaisons et ensembles de ski;Ski suits;30.0;14.0;0.0;=;=;46.0
6112201000;HS10;Combinaisons et ensembles de ski - Type 1;Ski suits - Type 1;30.0;;;;;
6112202000;HS10;Combinaisons et ensembles de ski - Type 2;Ski suits - Type 2;30.0;;;;;
6112209000;HS10;Combinaisons et ensembles de ski - Autre;Ski suits - Other;30.0;;;;;
611231;HS6;De fibres synthétiques;Swimwear;30.0;14.0;0.0;=;=;46.0
6112311000;HS10;De fibres synthétiques - Type 1;Swimwear - Type 1;30.0;;;;;
6112312000;HS10;De fibres synthétiques - Type 2;Swimwear - Type 2;30.0;;;;;
6112319000;HS10;De fibres synthétiques - Autre;Swimwear - Other;30.0;;;;;
611239;HS6;D'autres matières textiles;Swimwear;30.0;14.0;0.0;=;=;46.0
6112391000;HS10;D'autres matières textiles - Type 1;Swimwear - Type 1;30.0;;;;;
6112392000;HS10;D'autres matières textiles - Type 2;Swimwear - Type 2;30.0;;;;;
6112399000;HS10;D'autres matières textiles - Autre;Swimwear - Other;30.0;;;;;
611241;HS6;De fibres synthétiques;Swimwear;30.0;14.0;0.0;=;=;46.0
6112411000;HS10;De fibres synthétiques - Type 1;Swimwear - Type 1;30.0;;;;;
6112412000;HS10;De fibres synthétiques - Type 2;Swimwear - Type 2;30.0;;;;;
6112419000;HS10;De fibres synthétiques - Autre;Swimwear - Other;30.0;;;;;
611249;HS6;D'autres matières textiles;Swimwear;30.0;14.0;0.0;=;=;46.0
6112491000;HS10;D'autres matières textiles - Type 1;Swimwear - Type 1;30.0;;;;;
6112492000;HS10;D'autres matières textiles - Type 2;Swimwear - Type 2;30.0;;;;;
6112499000;HS10;D'autres matières textiles - Autre;Swimwear - Other;30.0;;;;;
611300;HS6;Vêtements confectionnés en étoffes de bonneterie des n°s 59.03;Garments made up of knitted or crocheted fabrics of heading no. 5903;30.0;14.0;0.0;=;=;46.0
6113001000;HS10;Vêtements confectionnés en étoffes de bonneterie des n°s 59.03 - Type 1;Garments made up of knitted or crocheted fabrics of heading no. 5903 - Type 1;30.0;;;;;
6113002000;HS10;Vêtements confectionnés en étoffes de bonneterie des n°s 59.03 - Type 2;Garments made up of knitted or crocheted fabrics of heading no. 5903 - Type 2;30.0;;;;;
6113009000;HS10;Vêtements confectionnés en étoffes de bonneterie des n°s 59.03 - Autre;Garments made up of knitted or crocheted fabrics of heading no. 5903 - Other;30.0;;;;;
611420;HS6;De coton;Garments;30.0;14.0;0.0;=;=;46.0
6114201000;HS10;De coton - Type 1;Garments - Type 1;30.0;;;;;
6114202000;HS10;De coton - Type 2;Garments - Type 2;30.0;;;;;
6114209000;HS10;De coton - Autre;Garments - Other;30.0;;;;;
611430;HS6;De fibres synthétiques ou artificielles;Garments;30.0;14.0;0.0;=;=;46.0
6114301000;HS10;De fibres synthétiques ou artificielles - Type 1;Garments - Type 1;30.0;;;;;
6114302000;HS10;De fibres synthétiques ou artificielles - Type 2;Garments - Type 2;30.0;;;;;
6114309000;HS10;De fibres synthétiques ou artificielles - Autre;Garments - Other;30.0;;;;;
611490;HS6;D'autres matières textiles;Garments;30.0;14.0;0.0;=;=;46.0
6114901000;HS10;D'autres matières textiles - Type 1;Garments - Type 1;30.0;;;;;
6114902000;HS10;D'autres matières textiles - Type 2;Garments - Type 2;30.0;;;;;
6114909000;HS10;D'autres matières textiles - Autre;Garments - Other;30.0;;;;;
611510;HS6;Collants (bas-culottes);Graduated compression hosiery (for example;30.0;14.0;0.0;=;=;46.0
6115101000;HS10;Collants (bas-culottes) - Type 1;Graduated compression hosiery (for example - Type 1;30.0;;;;;
6115102000;HS10;Collants (bas-culottes) - Type 2;Graduated compression hosiery (for example - Type 2;30.0;;;;;
6115109000;HS10;Collants (bas-culottes) - Autre;Graduated compression hosiery (for example - Other;30.0;;;;;
611521;HS6;De fibres synthétiques;Hosiery;30.0;14.0;0.0;=;=;46.0
6115211000;HS10;De fibres synthétiques - Type 1;Hosiery - Type 1;30.0;;;;;
6115212000;HS10;De fibres synthétiques - Type 2;Hosiery - Type 2;30.0;;;;;
6115219000;HS10;De fibres synthétiques - Autre;Hosiery - Other;30.0;;;;;
611522;HS6;De fibres synthétiques;Hosiery;30.0;14.0;0.0;=;=;46.0
6115221000;HS10;De fibres synthétiques - Type 1;Hosiery - Type 1;30.0;;;;;
6115222000;HS10;De fibres synthétiques - Type 2;Hosiery - Type 2;30.0;;;;;
6115229000;HS10;De fibres synthétiques - Autre;Hosiery - Other;30.0;;;;;
611529;HS6;D'autres matières textiles;Hosiery;30.0;14.0;0.0;=;=;46.0
6115291000;HS10;D'autres matières textiles - Type 1;Hosiery - Type 1;30.0;;;;;
6115292000;HS10;D'autres matières textiles - Type 2;Hosiery - Type 2;30.0;;;;;
6115299000;HS10;D'autres matières textiles - Autre;Hosiery - Other;30.0;;;;;
611530;HS6;Autres bas et mi-bas de femmes titrant en fils simples moins de 67 décitex;Hosiery;30.0;14.0;0.0;=;=;46.0
6115301000;HS10;Autres bas et mi-bas de femmes titrant en fils simples moins de 67 décitex - Type 1;Hosiery - Type 1;30.0;;;;;
6115302000;HS10;Autres bas et mi-bas de femmes titrant en fils simples moins de 67 décitex - Type 2;Hosiery - Type 2;30.0;;;;;
6115309000;HS10;Autres bas et mi-bas de femmes titrant en fils simples moins de 67 décitex - Autre;Hosiery - Other;30.0;;;;;
611594;HS6;De laine ou de poils fins;Hosiery and footwear;30.0;14.0;0.0;=;=;46.0
6115941000;HS10;De laine ou de poils fins - Type 1;Hosiery and footwear - Type 1;30.0;;;;;
6115942000;HS10;De laine ou de poils fins - Type 2;Hosiery and footwear - Type 2;30.0;;;;;
6115949000;HS10;De laine ou de poils fins - Autre;Hosiery and footwear - Other;30.0;;;;;
611595;HS6;De coton;Hosiery and footwear;30.0;14.0;0.0;=;=;46.0
6115951000;HS10;De coton - Type 1;Hosiery and footwear - Type 1;30.0;;;;;
6115952000;HS10;De coton - Type 2;Hosiery and footwear - Type 2;30.0;;;;;
6115959000;HS10;De coton - Autre;Hosiery and footwear - Other;30.0;;;;;
611596;HS6;De fibres synthétiques;Hosiery and footwear;30.0;14.0;0.0;=;=;46.0
6115961000;HS10;De fibres synthétiques - Type 1;Hosiery and footwear - Type 1;30.0;;;;;
6115962000;HS10;De fibres synthétiques - Type 2;Hosiery and footwear - Type 2;30.0;;;;;
6115969000;HS10;De fibres synthétiques - Autre;Hosiery and footwear - Other;30.0;;;;;
611599;HS6;D'autres matières textiles;Hosiery and footwear;30.0;14.0;0.0;=;=;46.0
6115991000;HS10;D'autres matières textiles - Type 1;Hosiery and footwear - Type 1;30.0;;;;;
6115992000;HS10;D'autres matières textiles - Type 2;Hosiery and footwear - Type 2;30.0;;;;;
6115999000;HS10;D'autres matières textiles - Autre;Hosiery and footwear - Other;30.0;;;;;
611610;HS6;Imprégnés;Gloves;30.0;14.0;0.0;=;=;46.0
6116101000;HS10;Imprégnés - Type 1;Gloves - Type 1;30.0;;;;;
6116102000;HS10;Imprégnés - Type 2;Gloves - Type 2;30.0;;;;;
6116109000;HS10;Imprégnés - Autre;Gloves - Other;30.0;;;;;
611691;HS6;De laine ou de poils fins;Gloves;30.0;14.0;0.0;=;=;46.0
6116911000;HS10;De laine ou de poils fins - Type 1;Gloves - Type 1;30.0;;;;;
6116912000;HS10;De laine ou de poils fins - Type 2;Gloves - Type 2;30.0;;;;;
6116919000;HS10;De laine ou de poils fins - Autre;Gloves - Other;30.0;;;;;
611692;HS6;De coton;Gloves;30.0;14.0;0.0;=;=;46.0
6116921000;HS10;De coton - Type 1;Gloves - Type 1;30.0;;;;;
6116922000;HS10;De coton - Type 2;Gloves - Type 2;30.0;;;;;
6116929000;HS10;De coton - Autre;Gloves - Other;30.0;;;;;
611693;HS6;De fibres synthétiques;Gloves;30.0;14.0;0.0;=;=;46.0
6116931000;HS10;De fibres synthétiques - Type 1;Gloves - Type 1;30.0;;;;;
6116932000;HS10;De fibres synthétiques - Type 2;Gloves - Type 2;30.0;;;;;
6116939000;HS10;De fibres synthétiques - Autre;Gloves - Other;30.0;;;;;
611699;HS6;D'autres matières textiles;Gloves;30.0;14.0;0.0;=;=;46.0
6116991000;HS10;D'autres matières textiles - Type 1;Gloves - Type 1;30.0;;;;;
6116992000;HS10;D'autres matières textiles - Type 2;Gloves - Type 2;30.0;;;;;
6116999000;HS10;D'autres matières textiles - Autre;Gloves - Other;30.0;;;;;
611710;HS6;Châles;Shawls;30.0;14.0;0.0;=;=;46.0
6117101000;HS10;Châles - Type 1;Shawls - Type 1;30.0;;;;;
6117102000;HS10;Châles - Type 2;Shawls - Type 2;30.0;;;;;
6117109000;HS10;Châles - Autre;Shawls - Other;30.0;;;;;
611780;HS6;Autres accessoires;Clothing accessories;30.0;14.0;0.0;=;=;46.0
6117801000;HS10;Autres accessoires - Type 1;Clothing accessories - Type 1;30.0;;;;;
6117802000;HS10;Autres accessoires - Type 2;Clothing accessories - Type 2;30.0;;;;;
6117809000;HS10;Autres accessoires - Autre;Clothing accessories - Other;30.0;;;;;
611790;HS6;Parties;Clothing;30.0;14.0;0.0;=;=;46.0
6117901000;HS10;Parties - Type 1;Clothing - Type 1;30.0;;;;;
6117902000;HS10;Parties - Type 2;Clothing - Type 2;30.0;;;;;
6117909000;HS10;Parties - Autre;Clothing - Other;30.0;;;;;
CHAPITRE 62;---;Vêtements (hors bonneterie);;;;;;;
620111;HS6;Manteaux pour hommes en laine;Men's wool overcoats;30.0;14.0;0.0;D.D:30.0% | IE:2.0% | T.V.A:14.0%;910 Déclaration d'Importation du Produit;46.0
6201111000;HS10;Manteaux pour hommes en laine - Type 1;Men's wool overcoats - Type 1;30.0;;;;;
6201112000;HS10;Manteaux pour hommes en laine - Type 2;Men's wool overcoats - Type 2;30.0;;;;;
6201119000;HS10;Manteaux pour hommes en laine - Autre;Men's wool overcoats - Other;30.0;;;;;
620120;HS6;De laine ou de poils fins;Coats;30.0;14.0;0.0;=;=;46.0
6201201000;HS10;De laine ou de poils fins - Type 1;Coats - Type 1;30.0;;;;;
6201202000;HS10;De laine ou de poils fins - Type 2;Coats - Type 2;30.0;;;;;
6201209000;HS10;De laine ou de poils fins - Autre;Coats - Other;30.0;;;;;
620130;HS6;De coton;Coats;30.0;14.0;0.0;=;=;46.0
6201301000;HS10;De coton - Type 1;Coats - Type 1;30.0;;;;;
6201302000;HS10;De coton - Type 2;Coats - Type 2;30.0;;;;;
6201309000;HS10;De coton - Autre;Coats - Other;30.0;;;;;
620140;HS6;De fibres synthétiques ou artificielles;Coats;30.0;14.0;0.0;=;=;46.0
6201401000;HS10;De fibres synthétiques ou artificielles - Type 1;Coats - Type 1;30.0;;;;;
6201402000;HS10;De fibres synthétiques ou artificielles - Type 2;Coats - Type 2;30.0;;;;;
6201409000;HS10;De fibres synthétiques ou artificielles - Autre;Coats - Other;30.0;;;;;
620190;HS6;D'autres matières textiles;Coats;30.0;14.0;0.0;=;=;46.0
6201901000;HS10;D'autres matières textiles - Type 1;Coats - Type 1;30.0;;;;;
6201902000;HS10;D'autres matières textiles - Type 2;Coats - Type 2;30.0;;;;;
6201909000;HS10;D'autres matières textiles - Autre;Coats - Other;30.0;;;;;
620211;HS6;Manteaux pour femmes en laine;Women's wool overcoats;30.0;14.0;0.0;=;=;46.0
6202111000;HS10;Manteaux pour femmes en laine - Type 1;Women's wool overcoats - Type 1;30.0;;;;;
6202112000;HS10;Manteaux pour femmes en laine - Type 2;Women's wool overcoats - Type 2;30.0;;;;;
6202119000;HS10;Manteaux pour femmes en laine - Autre;Women's wool overcoats - Other;30.0;;;;;
620220;HS6;De laine ou de poils fins;Coats;30.0;14.0;0.0;=;=;46.0
6202201000;HS10;De laine ou de poils fins - Type 1;Coats - Type 1;30.0;;;;;
6202202000;HS10;De laine ou de poils fins - Type 2;Coats - Type 2;30.0;;;;;
6202209000;HS10;De laine ou de poils fins - Autre;Coats - Other;30.0;;;;;
620230;HS6;De coton;Coats;30.0;14.0;0.0;=;=;46.0
6202301000;HS10;De coton - Type 1;Coats - Type 1;30.0;;;;;
6202302000;HS10;De coton - Type 2;Coats - Type 2;30.0;;;;;
6202309000;HS10;De coton - Autre;Coats - Other;30.0;;;;;
620240;HS6;De fibres synthétiques ou artificielles;Coats;30.0;14.0;0.0;=;=;46.0
6202401000;HS10;De fibres synthétiques ou artificielles - Type 1;Coats - Type 1;30.0;;;;;
6202402000;HS10;De fibres synthétiques ou artificielles - Type 2;Coats - Type 2;30.0;;;;;
6202409000;HS10;De fibres synthétiques ou artificielles - Autre;Coats - Other;30.0;;;;;
620290;HS6;D'autres matières textiles;Coats;30.0;14.0;0.0;=;=;46.0
6202901000;HS10;D'autres matières textiles - Type 1;Coats - Type 1;30.0;;;;;
6202902000;HS10;D'autres matières textiles - Type 2;Coats - Type 2;30.0;;;;;
6202909000;HS10;D'autres matières textiles - Autre;Coats - Other;30.0;;;;;
620311;HS6;Costumes pour hommes en laine;Men's wool suits;30.0;14.0;0.0;=;=;46.0
6203111000;HS10;Costumes pour hommes en laine - Type 1;Men's wool suits - Type 1;30.0;;;;;
6203112000;HS10;Costumes pour hommes en laine - Type 2;Men's wool suits - Type 2;30.0;;;;;
6203119000;HS10;Costumes pour hommes en laine - Autre;Men's wool suits - Other;30.0;;;;;
620312;HS6;De fibres synthétiques;Suits;30.0;14.0;0.0;=;=;46.0
6203121000;HS10;De fibres synthétiques - Type 1;Suits - Type 1;30.0;;;;;
6203122000;HS10;De fibres synthétiques - Type 2;Suits - Type 2;30.0;;;;;
6203129000;HS10;De fibres synthétiques - Autre;Suits - Other;30.0;;;;;
620319;HS6;D'autres matières textiles;Suits;30.0;14.0;0.0;=;=;46.0
6203191000;HS10;D'autres matières textiles - Type 1;Suits - Type 1;30.0;;;;;
6203192000;HS10;D'autres matières textiles - Type 2;Suits - Type 2;30.0;;;;;
6203199000;HS10;D'autres matières textiles - Autre;Suits - Other;30.0;;;;;
620322;HS6;De coton;Ensembles;30.0;14.0;0.0;=;=;46.0
6203221000;HS10;De coton - Type 1;Ensembles - Type 1;30.0;;;;;
6203222000;HS10;De coton - Type 2;Ensembles - Type 2;30.0;;;;;
6203229000;HS10;De coton - Autre;Ensembles - Other;30.0;;;;;
620323;HS6;De fibres synthétiques;Ensembles;30.0;14.0;0.0;=;=;46.0
6203231000;HS10;De fibres synthétiques - Type 1;Ensembles - Type 1;30.0;;;;;
6203232000;HS10;De fibres synthétiques - Type 2;Ensembles - Type 2;30.0;;;;;
6203239000;HS10;De fibres synthétiques - Autre;Ensembles - Other;30.0;;;;;
620329;HS6;D'autres matières textiles;Ensembles;30.0;14.0;0.0;=;=;46.0
6203291000;HS10;D'autres matières textiles - Type 1;Ensembles - Type 1;30.0;;;;;
6203292000;HS10;D'autres matières textiles - Type 2;Ensembles - Type 2;30.0;;;;;
6203299000;HS10;D'autres matières textiles - Autre;Ensembles - Other;30.0;;;;;
620331;HS6;De laine ou de poils fins;Jackets and blazers;30.0;14.0;0.0;=;=;46.0
6203311000;HS10;De laine ou de poils fins - Type 1;Jackets and blazers - Type 1;30.0;;;;;
6203312000;HS10;De laine ou de poils fins - Type 2;Jackets and blazers - Type 2;30.0;;;;;
6203319000;HS10;De laine ou de poils fins - Autre;Jackets and blazers - Other;30.0;;;;;
620332;HS6;De coton;Jackets and blazers;30.0;14.0;0.0;=;=;46.0
6203321000;HS10;De coton - Type 1;Jackets and blazers - Type 1;30.0;;;;;
6203322000;HS10;De coton - Type 2;Jackets and blazers - Type 2;30.0;;;;;
6203329000;HS10;De coton - Autre;Jackets and blazers - Other;30.0;;;;;
620333;HS6;De fibres synthétiques;Jackets and blazers;30.0;14.0;0.0;=;=;46.0
6203331000;HS10;De fibres synthétiques - Type 1;Jackets and blazers - Type 1;30.0;;;;;
6203332000;HS10;De fibres synthétiques - Type 2;Jackets and blazers - Type 2;30.0;;;;;
6203339000;HS10;De fibres synthétiques - Autre;Jackets and blazers - Other;30.0;;;;;
620339;HS6;D'autres matières textiles;Jackets and blazers;30.0;14.0;0.0;=;=;46.0
6203391000;HS10;D'autres matières textiles - Type 1;Jackets and blazers - Type 1;30.0;;;;;
6203392000;HS10;D'autres matières textiles - Type 2;Jackets and blazers - Type 2;30.0;;;;;
6203399000;HS10;D'autres matières textiles - Autre;Jackets and blazers - Other;30.0;;;;;
620341;HS6;De laine ou de poils fins;Trousers;30.0;14.0;0.0;=;=;46.0
6203411000;HS10;De laine ou de poils fins - Type 1;Trousers - Type 1;30.0;;;;;
6203412000;HS10;De laine ou de poils fins - Type 2;Trousers - Type 2;30.0;;;;;
6203419000;HS10;De laine ou de poils fins - Autre;Trousers - Other;30.0;;;;;
620342;HS6;De coton;Trousers;30.0;14.0;0.0;=;=;46.0
6203421000;HS10;De coton - Type 1;Trousers - Type 1;30.0;;;;;
6203422000;HS10;De coton - Type 2;Trousers - Type 2;30.0;;;;;
6203429000;HS10;De coton - Autre;Trousers - Other;30.0;;;;;
620343;HS6;De fibres synthétiques;Trousers;30.0;14.0;0.0;=;=;46.0
6203431000;HS10;De fibres synthétiques - Type 1;Trousers - Type 1;30.0;;;;;
6203432000;HS10;De fibres synthétiques - Type 2;Trousers - Type 2;30.0;;;;;
6203439000;HS10;De fibres synthétiques - Autre;Trousers - Other;30.0;;;;;
620349;HS6;D'autres matières textiles;Trousers;30.0;14.0;0.0;=;=;46.0
6203491000;HS10;D'autres matières textiles - Type 1;Trousers - Type 1;30.0;;;;;
6203492000;HS10;D'autres matières textiles - Type 2;Trousers - Type 2;30.0;;;;;
6203499000;HS10;D'autres matières textiles - Autre;Trousers - Other;30.0;;;;;
620411;HS6;Costumes tailleurs pour femmes en laine;Women's wool suits;30.0;14.0;0.0;=;=;46.0
6204111000;HS10;Costumes tailleurs pour femmes en laine - Type 1;Women's wool suits - Type 1;30.0;;;;;
6204112000;HS10;Costumes tailleurs pour femmes en laine - Type 2;Women's wool suits - Type 2;30.0;;;;;
6204119000;HS10;Costumes tailleurs pour femmes en laine - Autre;Women's wool suits - Other;30.0;;;;;
620412;HS6;De coton;Suits;30.0;14.0;0.0;=;=;46.0
6204121000;HS10;De coton - Type 1;Suits - Type 1;30.0;;;;;
6204122000;HS10;De coton - Type 2;Suits - Type 2;30.0;;;;;
6204129000;HS10;De coton - Autre;Suits - Other;30.0;;;;;
620413;HS6;De fibres synthétiques;Suits;30.0;14.0;0.0;=;=;46.0
6204131000;HS10;De fibres synthétiques - Type 1;Suits - Type 1;30.0;;;;;
6204132000;HS10;De fibres synthétiques - Type 2;Suits - Type 2;30.0;;;;;
6204139000;HS10;De fibres synthétiques - Autre;Suits - Other;30.0;;;;;
620419;HS6;D'autres matières textiles;Suits;30.0;14.0;0.0;=;=;46.0
6204191000;HS10;D'autres matières textiles - Type 1;Suits - Type 1;30.0;;;;;
6204192000;HS10;D'autres matières textiles - Type 2;Suits - Type 2;30.0;;;;;
6204199000;HS10;D'autres matières textiles - Autre;Suits - Other;30.0;;;;;
620421;HS6;De laine ou de poils fins;Ensembles;30.0;14.0;0.0;=;=;46.0
6204211000;HS10;De laine ou de poils fins - Type 1;Ensembles - Type 1;30.0;;;;;
6204212000;HS10;De laine ou de poils fins - Type 2;Ensembles - Type 2;30.0;;;;;
6204219000;HS10;De laine ou de poils fins - Autre;Ensembles - Other;30.0;;;;;
620422;HS6;De coton;Ensembles;30.0;14.0;0.0;=;=;46.0
6204221000;HS10;De coton - Type 1;Ensembles - Type 1;30.0;;;;;
6204222000;HS10;De coton - Type 2;Ensembles - Type 2;30.0;;;;;
6204229000;HS10;De coton - Autre;Ensembles - Other;30.0;;;;;
620423;HS6;De fibres synthétiques;Ensembles;30.0;14.0;0.0;=;=;46.0
6204231000;HS10;De fibres synthétiques - Type 1;Ensembles - Type 1;30.0;;;;;
6204232000;HS10;De fibres synthétiques - Type 2;Ensembles - Type 2;30.0;;;;;
6204239000;HS10;De fibres synthétiques - Autre;Ensembles - Other;30.0;;;;;
620429;HS6;D'autres matières textiles;Ensembles;30.0;14.0;0.0;=;=;46.0
6204291000;HS10;D'autres matières textiles - Type 1;Ensembles - Type 1;30.0;;;;;
6204292000;HS10;D'autres matières textiles - Type 2;Ensembles - Type 2;30.0;;;;;
6204299000;HS10;D'autres matières textiles - Autre;Ensembles - Other;30.0;;;;;
620431;HS6;De laine ou de poils fins;Jackets and blazers;30.0;14.0;0.0;=;=;46.0
6204311000;HS10;De laine ou de poils fins - Type 1;Jackets and blazers - Type 1;30.0;;;;;
6204312000;HS10;De laine ou de poils fins - Type 2;Jackets and blazers - Type 2;30.0;;;;;
6204319000;HS10;De laine ou de poils fins - Autre;Jackets and blazers - Other;30.0;;;;;
620432;HS6;De coton;Jackets and blazers;30.0;14.0;0.0;=;=;46.0
6204321000;HS10;De coton - Type 1;Jackets and blazers - Type 1;30.0;;;;;
6204322000;HS10;De coton - Type 2;Jackets and blazers - Type 2;30.0;;;;;
6204329000;HS10;De coton - Autre;Jackets and blazers - Other;30.0;;;;;
620433;HS6;De fibres synthétiques;Jackets and blazers;30.0;14.0;0.0;=;=;46.0
6204331000;HS10;De fibres synthétiques - Type 1;Jackets and blazers - Type 1;30.0;;;;;
6204332000;HS10;De fibres synthétiques - Type 2;Jackets and blazers - Type 2;30.0;;;;;
6204339000;HS10;De fibres synthétiques - Autre;Jackets and blazers - Other;30.0;;;;;
620439;HS6;D'autres matières textiles;Jackets and blazers;30.0;14.0;0.0;=;=;46.0
6204391000;HS10;D'autres matières textiles - Type 1;Jackets and blazers - Type 1;30.0;;;;;
6204392000;HS10;D'autres matières textiles - Type 2;Jackets and blazers - Type 2;30.0;;;;;
6204399000;HS10;D'autres matières textiles - Autre;Jackets and blazers - Other;30.0;;;;;
620441;HS6;De laine ou de poils fins;Dresses;30.0;14.0;0.0;=;=;46.0
6204411000;HS10;De laine ou de poils fins - Type 1;Dresses - Type 1;30.0;;;;;
6204412000;HS10;De laine ou de poils fins - Type 2;Dresses - Type 2;30.0;;;;;
6204419000;HS10;De laine ou de poils fins - Autre;Dresses - Other;30.0;;;;;
620442;HS6;De coton;Dresses;30.0;14.0;0.0;=;=;46.0
6204421000;HS10;De coton - Type 1;Dresses - Type 1;30.0;;;;;
6204422000;HS10;De coton - Type 2;Dresses - Type 2;30.0;;;;;
6204429000;HS10;De coton - Autre;Dresses - Other;30.0;;;;;
620443;HS6;De fibres synthétiques;Dresses;30.0;14.0;0.0;=;=;46.0
6204431000;HS10;De fibres synthétiques - Type 1;Dresses - Type 1;30.0;;;;;
6204432000;HS10;De fibres synthétiques - Type 2;Dresses - Type 2;30.0;;;;;
6204439000;HS10;De fibres synthétiques - Autre;Dresses - Other;30.0;;;;;
620444;HS6;De fibres artificielles;Dresses;30.0;14.0;0.0;=;=;46.0
6204441000;HS10;De fibres artificielles - Type 1;Dresses - Type 1;30.0;;;;;
6204442000;HS10;De fibres artificielles - Type 2;Dresses - Type 2;30.0;;;;;
6204449000;HS10;De fibres artificielles - Autre;Dresses - Other;30.0;;;;;
620449;HS6;D'autres matières textiles;Dresses;30.0;14.0;0.0;=;=;46.0
6204491000;HS10;D'autres matières textiles - Type 1;Dresses - Type 1;30.0;;;;;
6204492000;HS10;D'autres matières textiles - Type 2;Dresses - Type 2;30.0;;;;;
6204499000;HS10;D'autres matières textiles - Autre;Dresses - Other;30.0;;;;;
620451;HS6;De laine ou de poils fins;Skirts and divided skirts;30.0;14.0;0.0;=;=;46.0
6204511000;HS10;De laine ou de poils fins - Type 1;Skirts and divided skirts - Type 1;30.0;;;;;
6204512000;HS10;De laine ou de poils fins - Type 2;Skirts and divided skirts - Type 2;30.0;;;;;
6204519000;HS10;De laine ou de poils fins - Autre;Skirts and divided skirts - Other;30.0;;;;;
620452;HS6;De coton;Skirts and divided skirts;30.0;14.0;0.0;=;=;46.0
6204521000;HS10;De coton - Type 1;Skirts and divided skirts - Type 1;30.0;;;;;
6204522000;HS10;De coton - Type 2;Skirts and divided skirts - Type 2;30.0;;;;;
6204529000;HS10;De coton - Autre;Skirts and divided skirts - Other;30.0;;;;;
620453;HS6;De fibres synthétiques;Skirts and divided skirts;30.0;14.0;0.0;=;=;46.0
6204531000;HS10;De fibres synthétiques - Type 1;Skirts and divided skirts - Type 1;30.0;;;;;
6204532000;HS10;De fibres synthétiques - Type 2;Skirts and divided skirts - Type 2;30.0;;;;;
6204539000;HS10;De fibres synthétiques - Autre;Skirts and divided skirts - Other;30.0;;;;;
620459;HS6;D'autres matières textiles;Skirts and divided skirts;30.0;14.0;0.0;=;=;46.0
