Code;Niveau;Description_FR;Description_EN;Groupe_Utilisation;D.D_%;T.V.A_%;Formalites;Total_%
521051;HS6;A armure toile;Fabrics;;;;;
5210511000;HS10;A armure toile - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5210512000;HS10;A armure toile - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5210519000;HS10;A armure toile - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521059;HS6;Autres tissus;Fabrics;;;;;
5210591000;HS10;Autres tissus - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5210592000;HS10;Autres tissus - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5210599000;HS10;Autres tissus - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
5211;RANGEE 11;Woven fabrics of cotton, containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2;;;;;;
521111;HS6;Tissus de coton ≥85% coton imprimés ≤200g/m2;Printed cotton fabrics ≥85% cotton ≤200g/m2;;;;;
5211111000;HS10;Tissus de coton ≥85% coton imprimés ≤200g/m2 - Type 1;Printed cotton fabrics ≥85% cotton ≤200g/m2 - Type 1;Textile;7.5;17.0;=;24.5
5211112000;HS10;Tissus de coton ≥85% coton imprimés ≤200g/m2 - Type 2;Printed cotton fabrics ≥85% cotton ≤200g/m2 - Type 2;Textile;7.5;17.0;=;24.5
5211119000;HS10;Tissus de coton ≥85% coton imprimés ≤200g/m2 - Autre;Printed cotton fabrics ≥85% cotton ≤200g/m2 - Other;Textile;7.5;17.0;=;24.5
521112;HS6;A armure sergé;Fabrics;;;;;
5211121000;HS10;A armure sergé - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5211122000;HS10;A armure sergé - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5211129000;HS10;A armure sergé - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521119;HS6;Autres tissus;Fabrics;;;;;
5211191000;HS10;Autres tissus - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5211192000;HS10;Autres tissus - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5211199000;HS10;Autres tissus - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521120;HS6;Blanchis;Fabrics;;;;;
5211201000;HS10;Blanchis - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5211202000;HS10;Blanchis - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5211209000;HS10;Blanchis - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521131;HS6;A armure toile;Fabrics;;;;;
5211311000;HS10;A armure toile - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5211312000;HS10;A armure toile - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5211319000;HS10;A armure toile - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521132;HS6;A armure sergé;Fabrics;;;;;
5211321000;HS10;A armure sergé - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5211322000;HS10;A armure sergé - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5211329000;HS10;A armure sergé - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521139;HS6;Autres tissus;Fabrics;;;;;
5211391000;HS10;Autres tissus - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5211392000;HS10;Autres tissus - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5211399000;HS10;Autres tissus - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521141;HS6;A armure toile;Fabrics;;;;;
5211411000;HS10;A armure toile - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5211412000;HS10;A armure toile - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5211419000;HS10;A armure toile - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521142;HS6;Tissus dits Denim;Fabrics;;;;;
5211421000;HS10;Tissus dits Denim - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5211422000;HS10;Tissus dits Denim - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5211429000;HS10;Tissus dits Denim - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521143;HS6;Autres tissus à armure sergé;Fabrics;;;;;
5211431000;HS10;Autres tissus à armure sergé - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5211432000;HS10;Autres tissus à armure sergé - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5211439000;HS10;Autres tissus à armure sergé - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521149;HS6;Autres tissus;Fabrics;;;;;
5211491000;HS10;Autres tissus - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5211492000;HS10;Autres tissus - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5211499000;HS10;Autres tissus - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521151;HS6;A armure toile;Fabrics;;;;;
5211511000;HS10;A armure toile - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5211512000;HS10;A armure toile - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5211519000;HS10;A armure toile - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521152;HS6;A armure sergé;Fabrics;;;;;
5211521000;HS10;A armure sergé - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5211522000;HS10;A armure sergé - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5211529000;HS10;A armure sergé - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521159;HS6;Autres tissus;Fabrics;;;;;
5211591000;HS10;Autres tissus - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5211592000;HS10;Autres tissus - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5211599000;HS10;Autres tissus - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
5212;RANGEE 12;Other woven fabrics of cotton, n.e.c. in chapter 52;;;;;;
521211;HS6;Ecrus;Fabrics;;;;;
5212111000;HS10;Ecrus - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5212112000;HS10;Ecrus - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5212119000;HS10;Ecrus - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521212;HS6;Blanchis;Fabrics;;;;;
5212121000;HS10;Blanchis - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5212122000;HS10;Blanchis - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5212129000;HS10;Blanchis - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521213;HS6;Teints;Fabrics;;;;;
5212131000;HS10;Teints - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5212132000;HS10;Teints - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5212139000;HS10;Teints - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521214;HS6;En fils de diverses couleurs;Fabrics;;;;;
5212141000;HS10;En fils de diverses couleurs - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5212142000;HS10;En fils de diverses couleurs - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5212149000;HS10;En fils de diverses couleurs - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521215;HS6;Autres tissus de coton imprimés ≥85% >200g/m2;Other printed cotton fabrics ≥85% >200g/m2;;;;;
5212151000;HS10;Autres tissus de coton imprimés ≥85% >200g/m2 - Type 1;Other printed cotton fabrics ≥85% >200g/m2 - Type 1;Textile;7.5;17.0;=;24.5
5212152000;HS10;Autres tissus de coton imprimés ≥85% >200g/m2 - Type 2;Other printed cotton fabrics ≥85% >200g/m2 - Type 2;Textile;7.5;17.0;=;24.5
5212159000;HS10;Autres tissus de coton imprimés ≥85% >200g/m2 - Autre;Other printed cotton fabrics ≥85% >200g/m2 - Other;Textile;7.5;17.0;=;24.5
521221;HS6;Ecrus;Fabrics;;;;;
5212211000;HS10;Ecrus - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5212212000;HS10;Ecrus - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5212219000;HS10;Ecrus - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521222;HS6;Blanchis;Fabrics;;;;;
5212221000;HS10;Blanchis - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5212222000;HS10;Blanchis - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5212229000;HS10;Blanchis - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521223;HS6;Teints;Fabrics;;;;;
5212231000;HS10;Teints - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5212232000;HS10;Teints - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5212239000;HS10;Teints - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521224;HS6;En fils de diverses couleurs;Fabrics;;;;;
5212241000;HS10;En fils de diverses couleurs - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5212242000;HS10;En fils de diverses couleurs - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5212249000;HS10;En fils de diverses couleurs - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
521225;HS6;Imprimés;Fabrics;;;;;
5212251000;HS10;Imprimés - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5212252000;HS10;Imprimés - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5212259000;HS10;Imprimés - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
CHAPITRE 53;CHAPITRE;Autres fibres textiles végétales;;;;;;
5301;RANGEE 01;"Flax, raw or processed but not spun; flax tow and waste (including yarn waste and garnetted stock)";;;;;;
530110;HS6;Lin brut ou roui;Raw or retted flax;;;;;
5301101000;HS10;Lin brut ou roui - Type 1;Raw or retted flax - Type 1;Textile;7.5;17.0;910 Déclaration d'Importation du Produit;24.5
5301102000;HS10;Lin brut ou roui - Type 2;Raw or retted flax - Type 2;Textile;7.5;17.0;=;24.5
5301109000;HS10;Lin brut ou roui - Autre;Raw or retted flax - Other;Textile;7.5;17.0;=;24.5
530121;HS6;Brisé ou teillé;Flax;;;;;
5301211000;HS10;Brisé ou teillé - Type 1;Flax - Type 1;Textile;7.5;17.0;=;24.5
5301212000;HS10;Brisé ou teillé - Type 2;Flax - Type 2;Textile;7.5;17.0;=;24.5
5301219000;HS10;Brisé ou teillé - Autre;Flax - Other;Textile;7.5;17.0;=;24.5
530129;HS6;Autre;Flax;;;;;
5301291000;HS10;Autre - Type 1;Flax - Type 1;Textile;7.5;17.0;=;24.5
5301292000;HS10;Autre - Type 2;Flax - Type 2;Textile;7.5;17.0;=;24.5
5301299000;HS10;Autre - Autre;Flax - Other;Textile;7.5;17.0;=;24.5
530130;HS6;Etoupes et déchets de lin;Flax;;;;;
5301301000;HS10;Etoupes et déchets de lin - Type 1;Flax - Type 1;Textile;7.5;17.0;=;24.5
5301302000;HS10;Etoupes et déchets de lin - Type 2;Flax - Type 2;Textile;7.5;17.0;=;24.5
5301309000;HS10;Etoupes et déchets de lin - Autre;Flax - Other;Textile;7.5;17.0;=;24.5
5302;RANGEE 02;"True hemp (cannabis sativa L.), raw or processed but not spun; tow and waste of true hemp (including yarn waste and garnetted stock)";;;;;;
530210;HS6;Chanvre brut ou roui;Hemp (cannabis sativa L.);;;;;
5302101000;HS10;Chanvre brut ou roui - Type 1;Hemp (cannabis sativa L.) - Type 1;Textile;7.5;17.0;=;24.5
5302102000;HS10;Chanvre brut ou roui - Type 2;Hemp (cannabis sativa L.) - Type 2;Textile;7.5;17.0;=;24.5
5302109000;HS10;Chanvre brut ou roui - Autre;Hemp (cannabis sativa L.) - Other;Textile;7.5;17.0;=;24.5
530290;HS6;Autres;Hemp (cannabis sativa L.);;;;;
5302901000;HS10;Autres - Type 1;Hemp (cannabis sativa L.) - Type 1;Textile;7.5;17.0;=;24.5
5302902000;HS10;Autres - Type 2;Hemp (cannabis sativa L.) - Type 2;Textile;7.5;17.0;=;24.5
5302909000;HS10;Autres - Autre;Hemp (cannabis sativa L.) - Other;Textile;7.5;17.0;=;24.5
5303;RANGEE 03;"Jute and other textile bast fibres (not flax, true hemp and ramie), raw or processed but not spun; tow and waste of these fibres, including yarn waste and garnetted stock";;;;;;
530310;HS6;Jute et fibres libériennes brutes;Raw jute and bast fibres;;;;;
5303101000;HS10;Jute et fibres libériennes brutes - Type 1;Raw jute and bast fibres - Type 1;Textile;7.5;17.0;=;24.5
5303102000;HS10;Jute et fibres libériennes brutes - Type 2;Raw jute and bast fibres - Type 2;Textile;7.5;17.0;=;24.5
5303109000;HS10;Jute et fibres libériennes brutes - Autre;Raw jute and bast fibres - Other;Textile;7.5;17.0;=;24.5
530390;HS6;Autres;Jute and other textile bast fibres;;;;;
5303901000;HS10;Autres - Type 1;Jute and other textile bast fibres - Type 1;Textile;7.5;17.0;=;24.5
5303902000;HS10;Autres - Type 2;Jute and other textile bast fibres - Type 2;Textile;7.5;17.0;=;24.5
5303909000;HS10;Autres - Autre;Jute and other textile bast fibres - Other;Textile;7.5;17.0;=;24.5
5305;RANGEE 05;"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres n.e.c., raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)";;;;;;
530500;HS6;Coco, abaca, ramie;Coir, abaca, ramie;;;;;
5305001000;HS10;Coco, abaca, ramie - Espèce 1;Coir, abaca, ramie - Species 1;Textile;7.5;17.0;=;24.5
5305002000;HS10;Coco, abaca, ramie - Espèce 2;Coir, abaca, ramie - Species 2;Textile;7.5;17.0;=;24.5
5305009000;HS10;Coco, abaca, ramie - Autre espèce;Coir, abaca, ramie - Other species;Textile;7.5;17.0;=;24.5
5306;RANGEE 06;Flax yarn;;;;;;
530610;HS6;Simples;Yarn;;;;;
5306101000;HS10;Simples - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5306102000;HS10;Simples - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5306109000;HS10;Simples - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
530620;HS6;Retors ou câblés;Yarn;;;;;
5306201000;HS10;Retors ou câblés - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5306202000;HS10;Retors ou câblés - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5306209000;HS10;Retors ou câblés - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
5307;RANGEE 07;Yarn of jute or of other textile bast fibres of heading no. 5305;;;;;;
530710;HS6;Simples;Yarn;;;;;
5307101000;HS10;Simples - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5307102000;HS10;Simples - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5307109000;HS10;Simples - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
530720;HS6;Retors ou câblés;Yarn;;;;;
5307201000;HS10;Retors ou câblés - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5307202000;HS10;Retors ou câblés - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5307209000;HS10;Retors ou câblés - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
5308;RANGEE 08;"Yarn of other vegetable textile fibres; paper yarn";;;;;;
530810;HS6;Fils de coco;Yarn;;;;;
5308101000;HS10;Fils de coco - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5308102000;HS10;Fils de coco - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5308109000;HS10;Fils de coco - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
530820;HS6;Fils de chanvre;Yarn;;;;;
5308201000;HS10;Fils de chanvre - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5308202000;HS10;Fils de chanvre - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5308209000;HS10;Fils de chanvre - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
530890;HS6;Autres;Yarn;;;;;
5308901000;HS10;Autres - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5308902000;HS10;Autres - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5308909000;HS10;Autres - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
5309;RANGEE 09;Woven fabrics of flax;;;;;;
530911;HS6;Ecrus ou blanchis;Fabrics;;;;;
5309111000;HS10;Ecrus ou blanchis - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5309112000;HS10;Ecrus ou blanchis - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5309119000;HS10;Ecrus ou blanchis - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
530919;HS6;Autres;Fabrics;;;;;
5309191000;HS10;Autres - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5309192000;HS10;Autres - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5309199000;HS10;Autres - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
530921;HS6;Ecrus ou blanchis;Fabrics;;;;;
5309211000;HS10;Ecrus ou blanchis - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5309212000;HS10;Ecrus ou blanchis - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5309219000;HS10;Ecrus ou blanchis - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
530929;HS6;Autres;Fabrics;;;;;
5309291000;HS10;Autres - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5309292000;HS10;Autres - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5309299000;HS10;Autres - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
5310;RANGEE 10;Woven fabrics of jute, other textile bast fibres of heading no. 5303;;;;;;
531010;HS6;Ecrus;Fabrics;;;;;
5310101000;HS10;Ecrus - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5310102000;HS10;Ecrus - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5310109000;HS10;Ecrus - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
531090;HS6;Autres;Fabrics;;;;;
5310901000;HS10;Autres - Type 1;Fabrics - Type 1;Textile;7.5;17.0;=;24.5
5310902000;HS10;Autres - Type 2;Fabrics - Type 2;Textile;7.5;17.0;=;24.5
5310909000;HS10;Autres - Autre;Fabrics - Other;Textile;7.5;17.0;=;24.5
5311;RANGEE 11;"Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn";;;;;;
531100;HS6;Tissus d'autres fibres textiles végétales;tissus de fils de papier;;;;;
5311001000;HS10;Tissus d'autres fibres textiles végétales - Type 1;tissus de fils de papier - Type 1;Textile;7.5;17.0;=;24.5
5311002000;HS10;Tissus d'autres fibres textiles végétales - Type 2;tissus de fils de papier - Type 2;Textile;7.5;17.0;=;24.5
5311009000;HS10;Tissus d'autres fibres textiles végétales - Autre;tissus de fils de papier - Other;Textile;7.5;17.0;=;24.5
CHAPITRE 54;CHAPITRE;Filaments synthétiques;;;;;;
5401;RANGEE 01;Sewing thread of man-made filaments, whether or not put up for retail sale;;;;;;
540110;HS6;Fils à coudre de filaments synthétiques;Synthetic filament sewing thread;;;;;
5401101000;HS10;Fils à coudre de filaments synthétiques - Type 1;Synthetic filament sewing thread - Type 1;Textile;7.5;17.0;910 Déclaration d'Importation du Produit;24.5
5401102000;HS10;Fils à coudre de filaments synthétiques - Type 2;Synthetic filament sewing thread - Type 2;Textile;7.5;17.0;=;24.5
5401109000;HS10;Fils à coudre de filaments synthétiques - Autre;Synthetic filament sewing thread - Other;Textile;7.5;17.0;=;24.5
540120;HS6;De filaments artificiels;Sewing thread;;;;;
5401201000;HS10;De filaments artificiels - Type 1;Sewing thread - Type 1;Textile;7.5;17.0;=;24.5
5401202000;HS10;De filaments artificiels - Type 2;Sewing thread - Type 2;Textile;7.5;17.0;=;24.5
5401209000;HS10;De filaments artificiels - Autre;Sewing thread - Other;Textile;7.5;17.0;=;24.5
5402;RANGEE 02;Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex;;;;;;
540211;HS6;D'aramides;Yarn;;;;;
5402111000;HS10;D'aramides - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5402112000;HS10;D'aramides - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5402119000;HS10;D'aramides - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
540219;HS6;Autres;Yarn;;;;;
5402191000;HS10;Autres - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5402192000;HS10;Autres - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5402199000;HS10;Autres - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
540220;HS6;Fils à haute ténacité de polyesters;Yarn;;;;;
5402201000;HS10;Fils à haute ténacité de polyesters - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5402202000;HS10;Fils à haute ténacité de polyesters - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5402209000;HS10;Fils à haute ténacité de polyesters - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
540231;HS6;De nylon ou d'autres polyamides;Yarn;;;;;
5402311000;HS10;De nylon ou d'autres polyamides - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5402312000;HS10;De nylon ou d'autres polyamides - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5402319000;HS10;De nylon ou d'autres polyamides - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
540232;HS6;De nylon ou d'autres polyamides;Yarn;;;;;
5402321000;HS10;De nylon ou d'autres polyamides - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5402322000;HS10;De nylon ou d'autres polyamides - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5402329000;HS10;De nylon ou d'autres polyamides - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
540233;HS6;Fils texturés de polyester;Textured polyester yarns;;;;;
5402331000;HS10;Fils texturés de polyester - Type 1;Textured polyester yarns - Type 1;Textile;7.5;17.0;=;24.5
5402332000;HS10;Fils texturés de polyester - Type 2;Textured polyester yarns - Type 2;Textile;7.5;17.0;=;24.5
5402339000;HS10;Fils texturés de polyester - Autre;Textured polyester yarns - Other;Textile;7.5;17.0;=;24.5
540234;HS6;De polypropylène;Yarn;;;;;
5402341000;HS10;De polypropylène - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5402342000;HS10;De polypropylène - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5402349000;HS10;De polypropylène - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
540239;HS6;Autres;Yarn;;;;;
5402391000;HS10;Autres - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5402392000;HS10;Autres - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5402399000;HS10;Autres - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
540244;HS6;D'élastomères;Yarn;;;;;
5402441000;HS10;D'élastomères - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5402442000;HS10;D'élastomères - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5402449000;HS10;D'élastomères - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
540245;HS6;Autres;Yarn;;;;;
5402451000;HS10;Autres - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5402452000;HS10;Autres - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5402459000;HS10;Autres - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
540246;HS6;Autres;Yarn;;;;;
5402461000;HS10;Autres - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5402462000;HS10;Autres - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5402469000;HS10;Autres - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
540247;HS6;Autres;Yarn;;;;;
5402471000;HS10;Autres - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5402472000;HS10;Autres - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5402479000;HS10;Autres - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
540248;HS6;Autres;Yarn;;;;;
5402481000;HS10;Autres - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5402482000;HS10;Autres - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5402489000;HS10;Autres - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
540249;HS6;Autres;Yarn;;;;;
5402491000;HS10;Autres - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5402492000;HS10;Autres - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5402499000;HS10;Autres - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
540251;HS6;De nylon ou d'autres polyamides;Yarn;;;;;
5402511000;HS10;De nylon ou d'autres polyamides - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5402512000;HS10;De nylon ou d'autres polyamides - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5402519000;HS10;De nylon ou d'autres polyamides - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
540252;HS6;De polyesters;Yarn;;;;;
5402521000;HS10;De polyesters - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5402522000;HS10;De polyesters - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5402529000;HS10;De polyesters - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
540253;HS6;De polypropylène;Yarn;;;;;
5402531000;HS10;De polypropylène - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5402532000;HS10;De polypropylène - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5402539000;HS10;De polypropylène - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
540259;HS6;Autres;Yarn;;;;;
5402591000;HS10;Autres - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5402592000;HS10;Autres - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5402599000;HS10;Autres - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
540261;HS6;De nylon ou d'autres polyamides;Yarn;;;;;
5402611000;HS10;De nylon ou d'autres polyamides - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5402612000;HS10;De nylon ou d'autres polyamides - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5402619000;HS10;De nylon ou d'autres polyamides - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
540262;HS6;De polyesters;Yarn;;;;;
5402621000;HS10;De polyesters - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5402622000;HS10;De polyesters - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5402629000;HS10;De polyesters - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
540263;HS6;De polypropylène;Yarn;;;;;
5402631000;HS10;De polypropylène - Type 1;Yarn - Type 1;Textile;7.5;17.0;=;24.5
5402632000;HS10;De polypropylène - Type 2;Yarn - Type 2;Textile;7.5;17.0;=;24.5
5402639000;HS10;De polypropylène - Autre;Yarn - Other;Textile;7.5;17.0;=;24.5
540269;HS6;Autres;Yarn;;;;;
