Code;Niveau;Description_FR;Description_EN;Groupe_Utilisation;D.D_%;IDF_%;T.V.A_%;Formalites;Total_%
350400;HS6;"Peptones et leurs dérivés; autres matières protéiques";"Peptones and derivatives; other protein substances";;;;;;
350400;HS6-DIRECT;"Peptones et leurs dérivés; autres matières protéiques";"Peptones and derivatives; other protein substances";Industrie chimique;10.0;3.5;16.0;=;29.5
3505;RANGEE 05;"Dextrins and other modified starches (e.g. pregelatinised or esterified starches); glues based on starches or on dextrins or other modified starches";;;;;;;
350510;HS6;Dextrine et autres amidons modifiés;Dextrin and other modified starches;;;;;;
350510;HS6-DIRECT;Dextrine et autres amidons modifiés;Dextrin and other modified starches;Industrie chimique;10.0;3.5;16.0;=;29.5
350520;HS6;Colles à base d'amidons ou de fécules;Glues based on starches;;;;;;
350520;HS6-DIRECT;Colles à base d'amidons ou de fécules;Glues based on starches;Industrie chimique;10.0;3.5;16.0;=;29.5
3506;RANGEE 06;"Prepared glues and other prepared adhesives, n.e.c. or included; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding 1kg net weight";;;;;;;
350610;HS6;Produits pouvant être utilisés comme colles, conditionnés pour la vente au détail;Products suitable for use as glues, put up for retail sale;;;;;;
350610;HS6-DIRECT;Produits pouvant être utilisés comme colles, conditionnés pour la vente au détail;Products suitable for use as glues, put up for retail sale;Industrie chimique;10.0;3.5;16.0;=;29.5
350691;HS6;Adhésifs à base de polymères des positions 39.01 à 39.13;Adhesives based on polymers of headings 39.01 to 39.13;;;;;;
350691;HS6-DIRECT;Adhésifs à base de polymères des positions 39.01 à 39.13;Adhesives based on polymers of headings 39.01 to 39.13;Industrie chimique;10.0;3.5;16.0;=;29.5
350699;HS6;Autres colles et adhésifs;Other glues and adhesives;;;;;;
350699;HS6-DIRECT;Autres colles et adhésifs;Other glues and adhesives;Industrie chimique;10.0;3.5;16.0;=;29.5
3507;RANGEE 07;"Enzymes; prepared enzymes not elsewhere specified or included";;;;;;;
350710;HS6;Présure et ses concentrats;Rennet and concentrates thereof;;;;;;
350710;HS6-DIRECT;Présure et ses concentrats;Rennet and concentrates thereof;Industrie chimique;10.0;3.5;16.0;=;29.5
350790;HS6;Autres enzymes et enzymes préparées;Other enzymes and prepared enzymes;;;;;;
3507901000;HS10;Autres enzymes et enzymes préparées - Type 1;Other enzymes and prepared enzymes - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3507902000;HS10;Autres enzymes et enzymes préparées - Type 2;Other enzymes and prepared enzymes - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3507909000;HS10;Autres enzymes et enzymes préparées - Autre;Other enzymes and prepared enzymes - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
CHAPITRE 36;CHAPITRE;Poudres, explosifs, allumettes;;;;;;;
3601;RANGEE 01;"Explosives; propellent powders";;;;;;;
360100;HS6;Poudres propulsives;Propellent powders;;;;;;
360100;HS6-DIRECT;Poudres propulsives;Propellent powders;Industrie;10.0;3.5;16.0;910 Déclaration d'Importation du Produit;29.5
3602;RANGEE 02;Prepared explosives, other than propellent powders;;;;;;;
360200;HS6;Explosifs préparés;Prepared explosives;;;;;;
3602001000;HS10;Explosifs préparés - Type 1;Prepared explosives - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3602002000;HS10;Explosifs préparés - Type 2;Prepared explosives - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3602009000;HS10;Explosifs préparés - Autre;Prepared explosives - Other;Industrie;10.0;3.5;16.0;=;29.5
3603;RANGEE 03;"Safety fuses; detonating cords; percussion or detonating caps; igniters; electric detonators";;;;;;;
360300;HS6;"Mèches de sûreté; cordeaux détonants; amorces et capsules";"Safety fuses; detonating fuses; percussion caps; detonators";;;;;;
3603001000;HS10;"Mèches de sûreté; cordeaux détonants; amorces et capsules - Type 1";"Safety fuses; detonating fuses; percussion caps; detonators - Type 1";Industrie;10.0;3.5;16.0;=;29.5
3603002000;HS10;"Mèches de sûreté; cordeaux détonants; amorces et capsules - Type 2";"Safety fuses; detonating fuses; percussion caps; detonators - Type 2";Industrie;10.0;3.5;16.0;=;29.5
3603009000;HS10;"Mèches de sûreté; cordeaux détonants; amorces et capsules - Autre";"Safety fuses; detonating fuses; percussion caps; detonators - Other";Industrie;10.0;3.5;16.0;=;29.5
360310;HS6;Safety fuses;Safety fuses;;;;;;
3603101000;HS10;Safety fuses - Type 1;Safety fuses - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3603102000;HS10;Safety fuses - Type 2;Safety fuses - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3603109000;HS10;Safety fuses - Autre;Safety fuses - Other;Industrie;10.0;3.5;16.0;=;29.5
360320;HS6;Detonating cords;Detonating cords;;;;;;
3603201000;HS10;Detonating cords - Type 1;Detonating cords - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3603202000;HS10;Detonating cords - Type 2;Detonating cords - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3603209000;HS10;Detonating cords - Autre;Detonating cords - Other;Industrie;10.0;3.5;16.0;=;29.5
360330;HS6;Percussion caps;Percussion caps;;;;;;
3603301000;HS10;Percussion caps - Type 1;Percussion caps - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3603302000;HS10;Percussion caps - Type 2;Percussion caps - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3603309000;HS10;Percussion caps - Autre;Percussion caps - Other;Industrie;10.0;3.5;16.0;=;29.5
360340;HS6;Detonating caps;Detonating caps;;;;;;
3603401000;HS10;Detonating caps - Type 1;Detonating caps - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3603402000;HS10;Detonating caps - Type 2;Detonating caps - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3603409000;HS10;Detonating caps - Autre;Detonating caps - Other;Industrie;10.0;3.5;16.0;=;29.5
360350;HS6;Igniters;Igniters;;;;;;
3603501000;HS10;Igniters - Type 1;Igniters - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3603502000;HS10;Igniters - Type 2;Igniters - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3603509000;HS10;Igniters - Autre;Igniters - Other;Industrie;10.0;3.5;16.0;=;29.5
360360;HS6;Electric detonators;Electric detonators;;;;;;
3603601000;HS10;Electric detonators - Type 1;Electric detonators - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3603602000;HS10;Electric detonators - Type 2;Electric detonators - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3603609000;HS10;Electric detonators - Autre;Electric detonators - Other;Industrie;10.0;3.5;16.0;=;29.5
3604;RANGEE 04;Fireworks, signalling flares, rain rockets, fog signals and other pyrotechnic articles;;;;;;;
360410;HS6;Articles pour feux d'artifice;Fireworks;;;;;;
3604101000;HS10;Articles pour feux d'artifice - Type 1;Fireworks - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3604102000;HS10;Articles pour feux d'artifice - Type 2;Fireworks - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3604109000;HS10;Articles pour feux d'artifice - Autre;Fireworks - Other;Industrie;10.0;3.5;16.0;=;29.5
360490;HS6;Autres articles de pyrotechnie;Other pyrotechnic articles;;;;;;
360490;HS6-DIRECT;Autres articles de pyrotechnie;Other pyrotechnic articles;Industrie;10.0;3.5;16.0;=;29.5
3605;RANGEE 05;"Matches; other than pyrotechnic articles of heading no. 3604";;;;;;;
360500;HS6;Allumettes;Matches;;;;;;
3605001000;HS10;Allumettes - Type 1;Matches - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3605002000;HS10;Allumettes - Type 2;Matches - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3605009000;HS10;Allumettes - Autre;Matches - Other;Industrie;10.0;3.5;16.0;=;29.5
3606;RANGEE 06;"Ferro-cerium and other pyrophoric alloys in all forms; articles of combustible materials n.e.c. in chapter 36";;;;;;;
360610;HS6;Combustibles liquides et gaz combustibles en récipients pour briquets;Liquid or liquefied-gas fuels in containers for lighters;;;;;;
360610;HS6-DIRECT;Combustibles liquides et gaz combustibles en récipients pour briquets;Liquid or liquefied-gas fuels in containers for lighters;Industrie;10.0;3.5;16.0;=;29.5
360690;HS6;"Ferrocérium et autres alliages pyrophoriques; articles en matières inflammables";"Ferrocerium and other pyrophoric alloys; articles of combustible materials";;;;;;
360690;HS6-DIRECT;"Ferrocérium et autres alliages pyrophoriques; articles en matières inflammables";"Ferrocerium and other pyrophoric alloys; articles of combustible materials";Industrie;10.0;3.5;16.0;=;29.5
CHAPITRE 37;CHAPITRE;Produits photographiques;;;;;;;
3701;RANGEE 01;"Photographic plates and film in the flat, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in the flat, sensitised, unexposed, whether or not in packs";;;;;;;
370110;HS6;Plaques et films pour rayons X;X-ray plates and film;;;;;;
370110;HS6-DIRECT;Plaques et films pour rayons X;X-ray plates and film;Industrie;10.0;3.5;16.0;910 Déclaration d'Importation du Produit;29.5
370120;HS6;Films à développement instantané;Instant print film;;;;;;
370120;HS6-DIRECT;Films à développement instantané;Instant print film;Industrie;10.0;3.5;16.0;=;29.5
370130;HS6;Autres plaques et films avec un côté > 255 mm;Other plates and film with any side > 255 mm;;;;;;
370130;HS6-DIRECT;Autres plaques et films avec un côté > 255 mm;Other plates and film with any side > 255 mm;Industrie;10.0;3.5;16.0;=;29.5
370191;HS6;Autres plaques et films pour la photographie en couleurs;Other plates and film for colour photography;;;;;;
370191;HS6-DIRECT;Autres plaques et films pour la photographie en couleurs;Other plates and film for colour photography;Industrie;10.0;3.5;16.0;=;29.5
370199;HS6;Autres plaques et films photographiques;Other photographic plates and film;;;;;;
370199;HS6-DIRECT;Autres plaques et films photographiques;Other photographic plates and film;Industrie;10.0;3.5;16.0;=;29.5
3702;RANGEE 02;"Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in rolls, sensitised, unexposed";;;;;;;
370210;HS6;Films pour rayons X;X-ray film;;;;;;
370210;HS6-DIRECT;Films pour rayons X;X-ray film;Industrie;10.0;3.5;16.0;=;29.5
370231;HS6;Films en couleurs, en rouleaux, largeur <= 16 mm;Colour film, in rolls, width <= 16 mm;;;;;;
370231;HS6-DIRECT;Films en couleurs, en rouleaux, largeur <= 16 mm;Colour film, in rolls, width <= 16 mm;Industrie;10.0;3.5;16.0;=;29.5
370232;HS6;Films avec émulsion aux halogénures d'argent;Film with silver halide emulsion;;;;;;
370232;HS6-DIRECT;Films avec émulsion aux halogénures d'argent;Film with silver halide emulsion;Industrie;10.0;3.5;16.0;=;29.5
370239;HS6;Autres films photographiques en couleurs;Other colour photographic film;;;;;;
370239;HS6-DIRECT;Autres films photographiques en couleurs;Other colour photographic film;Industrie;10.0;3.5;16.0;=;29.5
370241;HS6;D'une largeur excédant 610 mm et d'une longueur excédant 200 m;Photographic film;;;;;;
3702411000;HS10;D'une largeur excédant 610 mm et d'une longueur excédant 200 m - Type 1;Photographic film - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3702412000;HS10;D'une largeur excédant 610 mm et d'une longueur excédant 200 m - Type 2;Photographic film - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3702419000;HS10;D'une largeur excédant 610 mm et d'une longueur excédant 200 m - Autre;Photographic film - Other;Industrie;10.0;3.5;16.0;=;29.5
370242;HS6;D'une largeur excédant 610 mm et d'une longueur excédant 200 m;Photographic film;;;;;;
3702421000;HS10;D'une largeur excédant 610 mm et d'une longueur excédant 200 m - Type 1;Photographic film - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3702422000;HS10;D'une largeur excédant 610 mm et d'une longueur excédant 200 m - Type 2;Photographic film - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3702429000;HS10;D'une largeur excédant 610 mm et d'une longueur excédant 200 m - Autre;Photographic film - Other;Industrie;10.0;3.5;16.0;=;29.5
370243;HS6;D'une largeur excédant 610 mm et d'une longueur n'excédant pas 200 m;Photographic film;;;;;;
3702431000;HS10;D'une largeur excédant 610 mm et d'une longueur n'excédant pas 200 m - Type 1;Photographic film - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3702432000;HS10;D'une largeur excédant 610 mm et d'une longueur n'excédant pas 200 m - Type 2;Photographic film - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3702439000;HS10;D'une largeur excédant 610 mm et d'une longueur n'excédant pas 200 m - Autre;Photographic film - Other;Industrie;10.0;3.5;16.0;=;29.5
370244;HS6;D'une largeur excédant 105 mm mais n'excédant pas 610 mm;Photographic film;;;;;;
3702441000;HS10;D'une largeur excédant 105 mm mais n'excédant pas 610 mm - Type 1;Photographic film - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3702442000;HS10;D'une largeur excédant 105 mm mais n'excédant pas 610 mm - Type 2;Photographic film - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3702449000;HS10;D'une largeur excédant 105 mm mais n'excédant pas 610 mm - Autre;Photographic film - Other;Industrie;10.0;3.5;16.0;=;29.5
370252;HS6;D'une largeur n'excédant pas 16 mm;Photographic film;;;;;;
3702521000;HS10;D'une largeur n'excédant pas 16 mm - Type 1;Photographic film - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3702522000;HS10;D'une largeur n'excédant pas 16 mm - Type 2;Photographic film - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3702529000;HS10;D'une largeur n'excédant pas 16 mm - Autre;Photographic film - Other;Industrie;10.0;3.5;16.0;=;29.5
370253;HS6;D'une largeur excédant 16 mm mais n'excédant pas 35 mm et d'une longueur n'excédant pas 30 m;Photographic film;;;;;;
3702531000;HS10;D'une largeur excédant 16 mm mais n'excédant pas 35 mm et d'une longueur n'excédant pas 30 m - Type 1;Photographic film - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3702532000;HS10;D'une largeur excédant 16 mm mais n'excédant pas 35 mm et d'une longueur n'excédant pas 30 m - Type 2;Photographic film - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3702539000;HS10;D'une largeur excédant 16 mm mais n'excédant pas 35 mm et d'une longueur n'excédant pas 30 m - Autre;Photographic film - Other;Industrie;10.0;3.5;16.0;=;29.5
370254;HS6;D'une largeur excédant 16 mm mais n'excédant pas 35 mm et d'une longueur n'excédant pas 30 m;Photographic film;;;;;;
3702541000;HS10;D'une largeur excédant 16 mm mais n'excédant pas 35 mm et d'une longueur n'excédant pas 30 m - Type 1;Photographic film - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3702542000;HS10;D'une largeur excédant 16 mm mais n'excédant pas 35 mm et d'une longueur n'excédant pas 30 m - Type 2;Photographic film - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3702549000;HS10;D'une largeur excédant 16 mm mais n'excédant pas 35 mm et d'une longueur n'excédant pas 30 m - Autre;Photographic film - Other;Industrie;10.0;3.5;16.0;=;29.5
370255;HS6;D'une largeur excédant 16 mm mais n'excédant pas 35 mmm et d'une longueur excédant 30 m;Photographic film;;;;;;
3702551000;HS10;D'une largeur excédant 16 mm mais n'excédant pas 35 mmm et d'une longueur excédant 30 m - Type 1;Photographic film - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3702552000;HS10;D'une largeur excédant 16 mm mais n'excédant pas 35 mmm et d'une longueur excédant 30 m - Type 2;Photographic film - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3702559000;HS10;D'une largeur excédant 16 mm mais n'excédant pas 35 mmm et d'une longueur excédant 30 m - Autre;Photographic film - Other;Industrie;10.0;3.5;16.0;=;29.5
370256;HS6;D'une largeur excédant 35 mm;Photographic film;;;;;;
3702561000;HS10;D'une largeur excédant 35 mm - Type 1;Photographic film - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3702562000;HS10;D'une largeur excédant 35 mm - Type 2;Photographic film - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3702569000;HS10;D'une largeur excédant 35 mm - Autre;Photographic film - Other;Industrie;10.0;3.5;16.0;=;29.5
370291;HS6;Films pour les arts graphiques;Film for graphic arts;;;;;;
370291;HS6-DIRECT;Films pour les arts graphiques;Film for graphic arts;Industrie;10.0;3.5;16.0;=;29.5
370296;HS6;D'une largeur n'excédant pas 35 mm et d'une longueur n'excédant pas 30 m;Photographic film;;;;;;
3702961000;HS10;D'une largeur n'excédant pas 35 mm et d'une longueur n'excédant pas 30 m - Type 1;Photographic film - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3702962000;HS10;D'une largeur n'excédant pas 35 mm et d'une longueur n'excédant pas 30 m - Type 2;Photographic film - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3702969000;HS10;D'une largeur n'excédant pas 35 mm et d'une longueur n'excédant pas 30 m - Autre;Photographic film - Other;Industrie;10.0;3.5;16.0;=;29.5
370297;HS6;D'une largeur n'excédant pas 35 mm et d'une longueur excédant 30 m;Photographic film;;;;;;
3702971000;HS10;D'une largeur n'excédant pas 35 mm et d'une longueur excédant 30 m - Type 1;Photographic film - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3702972000;HS10;D'une largeur n'excédant pas 35 mm et d'une longueur excédant 30 m - Type 2;Photographic film - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3702979000;HS10;D'une largeur n'excédant pas 35 mm et d'une longueur excédant 30 m - Autre;Photographic film - Other;Industrie;10.0;3.5;16.0;=;29.5
370298;HS6;D'une largeur excédant 35 mm.;Photographic film;;;;;;
3702981000;HS10;D'une largeur excédant 35 mm. - Type 1;Photographic film - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3702982000;HS10;D'une largeur excédant 35 mm. - Type 2;Photographic film - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3702989000;HS10;D'une largeur excédant 35 mm. - Autre;Photographic film - Other;Industrie;10.0;3.5;16.0;=;29.5
370299;HS6;Autres films photographiques non exposés;Other unexposed photographic film;;;;;;
370299;HS6-DIRECT;Autres films photographiques non exposés;Other unexposed photographic film;Industrie;10.0;3.5;16.0;=;29.5
3703;RANGEE 03;"Photographic paper, paperboard and textiles; sensitised, unexposed";;;;;;;
370300;HS6;Papiers, cartons et textiles photographiques;Photographic paper, paperboard and textiles;;;;;;
370300;HS6-DIRECT;Papiers, cartons et textiles photographiques;Photographic paper, paperboard and textiles;Industrie;10.0;3.5;16.0;=;29.5
370310;HS6;En rouleaux d'une largeur excédant 610 mm;Photographic paper;;;;;;
3703101000;HS10;En rouleaux d'une largeur excédant 610 mm - Type 1;Photographic paper - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3703102000;HS10;En rouleaux d'une largeur excédant 610 mm - Type 2;Photographic paper - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3703109000;HS10;En rouleaux d'une largeur excédant 610 mm - Autre;Photographic paper - Other;Industrie;10.0;3.5;16.0;=;29.5
370320;HS6;Autres;Photographic paper;;;;;;
3703201000;HS10;Autres - Type 1;Photographic paper - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3703202000;HS10;Autres - Type 2;Photographic paper - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3703209000;HS10;Autres - Autre;Photographic paper - Other;Industrie;10.0;3.5;16.0;=;29.5
370390;HS6;Autres;Photographic paper;;;;;;
3703901000;HS10;Autres - Type 1;Photographic paper - Type 1;Industrie;10.0;3.5;16.0;=;29.5
3703902000;HS10;Autres - Type 2;Photographic paper - Type 2;Industrie;10.0;3.5;16.0;=;29.5
3703909000;HS10;Autres - Autre;Photographic paper - Other;Industrie;10.0;3.5;16.0;=;29.5
3704;RANGEE 04;Photographic plates, film, paper, paperboard and textiles, exposed but not developed;;;;;;;
370400;HS6;Plaques, films, papiers et textiles photographiques exposés;Exposed photographic plates, film, paper and textiles;;;;;;
370400;HS6-DIRECT;Plaques, films, papiers et textiles photographiques exposés;Exposed photographic plates, film, paper and textiles;Industrie;10.0;3.5;16.0;=;29.5
3705;RANGEE 05;"Photographic plates and film; exposed and developed, other than cinematographic film";;;;;;;
370500;HS6;Plaques et films photographiques exposés et développés;Photographic plates and film, exposed and developed;;;;;;
370500;HS6-DIRECT;Plaques et films photographiques exposés et développés;Photographic plates and film, exposed and developed;Industrie;10.0;3.5;16.0;=;29.5
3706;RANGEE 06;"Cinematographic film; exposed and developed, whether or not incorporating sound track or consisting only of sound track";;;;;;;
370610;HS6;Films cinématographiques largeur >= 35 mm;Cinematograph film, width >= 35 mm;;;;;;
370610;HS6-DIRECT;Films cinématographiques largeur >= 35 mm;Cinematograph film, width >= 35 mm;Industrie;10.0;3.5;16.0;=;29.5
370690;HS6;Autres films cinématographiques;Other cinematograph film;;;;;;
370690;HS6-DIRECT;Autres films cinématographiques;Other cinematograph film;Industrie;10.0;3.5;16.0;=;29.5
3707;RANGEE 07;"Chemical preparations for photographic uses (other than varnishes, glues, adhesives and similar preparations); unmixed products for photographic uses, put up in measured portions or for retail sale";;;;;;;
370710;HS6;Émulsions pour la sensibilisation des surfaces;Sensitising emulsions;;;;;;
370710;HS6-DIRECT;Émulsions pour la sensibilisation des surfaces;Sensitising emulsions;Industrie;10.0;3.5;16.0;=;29.5
370790;HS6;Autres préparations chimiques pour usages photographiques;Other chemical preparations for photographic uses;;;;;;
370790;HS6-DIRECT;Autres préparations chimiques pour usages photographiques;Other chemical preparations for photographic uses;Industrie;10.0;3.5;16.0;=;29.5
CHAPITRE 38;CHAPITRE;Produits chimiques divers;;;;;;;
3801;RANGEE 01;"Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of pastes, blocks, plates or other semi-manufactures";;;;;;;
380110;HS6;Graphite artificiel;Artificial graphite;;;;;;
380110;HS6-DIRECT;Graphite artificiel;Artificial graphite;Industrie chimique;10.0;3.5;16.0;910 Déclaration d'Importation du Produit;29.5
380120;HS6;Graphite colloïdal ou semi-colloïdal;Colloidal or semi-colloidal graphite;;;;;;
380120;HS6-DIRECT;Graphite colloïdal ou semi-colloïdal;Colloidal or semi-colloidal graphite;Industrie chimique;10.0;3.5;16.0;=;29.5
380130;HS6;Pâtes carbonées pour électrodes;Carbonaceous pastes for electrodes;;;;;;
380130;HS6-DIRECT;Pâtes carbonées pour électrodes;Carbonaceous pastes for electrodes;Industrie chimique;10.0;3.5;16.0;=;29.5
380190;HS6;Autres préparations à base de graphite ou carbone;Other preparations based on graphite or carbon;;;;;;
380190;HS6-DIRECT;Autres préparations à base de graphite ou carbone;Other preparations based on graphite or carbon;Industrie chimique;10.0;3.5;16.0;=;29.5
3802;RANGEE 02;"Activated carbon; activated natural mineral products; animal black, including spent animal black";;;;;;;
380210;HS6;Charbons activés;Activated carbon;;;;;;
3802101000;HS10;Charbons activés - Type 1;Activated carbon - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3802102000;HS10;Charbons activés - Type 2;Activated carbon - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3802109000;HS10;Charbons activés - Autre;Activated carbon - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
380290;HS6;Autres matières minérales naturelles activées;Other activated natural mineral products;;;;;;
380290;HS6-DIRECT;Autres matières minérales naturelles activées;Other activated natural mineral products;Industrie chimique;10.0;3.5;16.0;=;29.5
3803;RANGEE 03;Tall oil, whether or not refined;;;;;;;
380300;HS6;Tall oil;Tall oil;;;;;;
380300;HS6-DIRECT;Tall oil;Tall oil;Industrie chimique;10.0;3.5;16.0;=;29.5
3804;RANGEE 04;Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulphonates, but excluding tall oil of heading no. 3803;;;;;;;
380400;HS6;Lessives résiduaires de la fabrication des pâtes de cellulose;Residual lyes from the manufacture of wood pulp;;;;;;
380400;HS6-DIRECT;Lessives résiduaires de la fabrication des pâtes de cellulose;Residual lyes from the manufacture of wood pulp;Industrie chimique;10.0;3.5;16.0;=;29.5
3805;RANGEE 05;"Gum, wood or sulphate turpentine, other terpenic oils; crude dipentene; sulphite turpentine, other crude para-cymene; pine oil containing alpha-terpineol as the main constituent";;;;;;;
380510;HS6;Essences de térébenthine;Gum, wood or sulphate turpentine oils;;;;;;
380510;HS6-DIRECT;Essences de térébenthine;Gum, wood or sulphate turpentine oils;Industrie chimique;10.0;3.5;16.0;=;29.5
380590;HS6;Autres huiles de pin;Other pine oils;;;;;;
380590;HS6-DIRECT;Autres huiles de pin;Other pine oils;Industrie chimique;10.0;3.5;16.0;=;29.5
3806;RANGEE 06;"Rosin and resin acids and derivatives thereof; rosin spirit and rosin oils; run gums";;;;;;;
380610;HS6;Colophanes et acides résiniques;Rosin and resin acids;;;;;;
380610;HS6-DIRECT;Colophanes et acides résiniques;Rosin and resin acids;Industrie chimique;10.0;3.5;16.0;=;29.5
380620;HS6;Sels de colophanes ou d'acides résiniques;Salts of rosin or of resin acids;;;;;;
380620;HS6-DIRECT;Sels de colophanes ou d'acides résiniques;Salts of rosin or of resin acids;Industrie chimique;10.0;3.5;16.0;=;29.5
380630;HS6;Gommes esters;Ester gums;;;;;;
380630;HS6-DIRECT;Gommes esters;Ester gums;Industrie chimique;10.0;3.5;16.0;=;29.5
380690;HS6;Autres dérivés de colophanes et acides résiniques;Other derivatives of rosin and resin acids;;;;;;
380690;HS6-DIRECT;Autres dérivés de colophanes et acides résiniques;Other derivatives of rosin and resin acids;Industrie chimique;10.0;3.5;16.0;=;29.5
3807;RANGEE 07;"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch";;;;;;;
380700;HS6;Goudrons de bois et huiles de goudrons de bois;"Wood tar; wood tar oils";;;;;;
380700;HS6-DIRECT;Goudrons de bois et huiles de goudrons de bois;"Wood tar; wood tar oils";Industrie chimique;10.0;3.5;16.0;=;29.5
3808;RANGEE 08;Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products, plant growth regulators, disinfectants and the like, put up in forms or packings for retail sale or as preparations or articles;;;;;;;
380810;HS6;Insecticides;Insecticides;;;;;;
3808101000;HS10;Insecticides - Type 1;Insecticides - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3808102000;HS10;Insecticides - Type 2;Insecticides - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3808109000;HS10;Insecticides - Autre;Insecticides - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
380820;HS6;Fongicides;Fungicides;;;;;;
3808201000;HS10;Fongicides - Type 1;Fungicides - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3808202000;HS10;Fongicides - Type 2;Fungicides - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3808209000;HS10;Fongicides - Autre;Fungicides - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
380830;HS6;Herbicides, inhibiteurs de germination;Herbicides, anti-sprouting products;;;;;;
3808301000;HS10;Herbicides, inhibiteurs de germination - Type 1;Herbicides, anti-sprouting products - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3808302000;HS10;Herbicides, inhibiteurs de germination - Type 2;Herbicides, anti-sprouting products - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3808309000;HS10;Herbicides, inhibiteurs de germination - Autre;Herbicides, anti-sprouting products - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
380840;HS6;Désinfectants;Disinfectants;;;;;;
3808401000;HS10;Désinfectants - Type 1;Disinfectants - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3808402000;HS10;Désinfectants - Type 2;Disinfectants - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3808409000;HS10;Désinfectants - Autre;Disinfectants - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
380850;HS6;Régulateurs de croissance pour plantes;Plant-growth regulators;;;;;;
380850;HS6-DIRECT;Régulateurs de croissance pour plantes;Plant-growth regulators;Industrie chimique;10.0;3.5;16.0;=;29.5
