Code_HS6;Chapitre;Description_FR;Description_EN;Categorie;Unite;DD_Taux_%;TVA_%;Autres_Taxes_%;Taxes_Detail;Formalites_Administratives;Total_Import_Taxes_%;Nb_Sous_Positions
280519;28;Autres;Alkali or alkali-earth metals;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
280530;28;Métaux de terres rares;Earth-metals;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
280540;28;Mercure;Mercury;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
280610;28;Chlorure d'hydrogène (acide chlorhydrique);Hydrogen chloride (hydrochloric acid);inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
280620;28;Acide chlorosulfurique;Chlorosulphuric acid;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
280700;28;Acide sulfurique;oléum;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
280800;28;Acide nitrique;acides sulfonitriques;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
280910;28;Pentaoxyde de diphosphore;Diphosphorus pentoxide;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
280920;28;Acide phosphorique et acides polyphosphoriques;Phosphoric acid and polyphosphoric acids;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281000;28;Oxydes de bore;acides boriques;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281111;28;Fluorure d'hydrogène (acide fluorhydrique);Hydrogen fluoride (hydrofluoric acid);inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281112;28;Cyanure d'hydrogène (acide cyanhydrique);Hydrogen cyanide (hydrocyanic acid);inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281119;28;Autres;Inorganic acids;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281121;28;Dioxyde de carbone;Carbon dioxide;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281122;28;Dioxyde de silicium;Silicon dioxide;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281129;28;Autres;Inorganic oxygen compounds;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281211;28;Dichlorure de carbonyle (phosgène);Carbonyl dichloride (phosgene);inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281212;28;Oxychlorure de phosphore;Phosphorus oxychloride;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281213;28;Trichlorure de phosphore;Phosphorus trichloride;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281214;28;Pentachlorure de phosphore;Phosphorus pentachloride;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281215;28;Monochlorure de soufre;Sulphur monochloride;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281216;28;Dichlorure de soufre;Sulphur dichloride;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281217;28;Chlorure de thionyle;Thionyl chloride;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281219;28;Autres;Arsenic trichloride and other chlorides and chloride oxides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281290;28;Autres;Halides and halide oxides of non-metals;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281310;28;Disulfure de carbone;Carbon disulphide;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281390;28;Autres;Sulphides of non-metals;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281410;28;Ammoniac anhydre;Anhydrous ammonia;fertilizers;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;0
281420;28;Ammoniac en solution aqueuse (ammoniaque);Ammonia;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281511;28;Solide;Sodium hydroxide (caustic soda);inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281512;28;En solution aqueuse (lessive de soude caustique);Sodium hydroxide (caustic soda);inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281520;28;Hydroxyde de potassium (potasse caustique);Potassium hydroxide (caustic potash);inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281530;28;Peroxydes de sodium ou de potassium;Peroxides of sodium or potassium;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281610;28;Hydroxyde et péroxyde de magnésium;Hydroxide and peroxide of magnesium;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281640;28;Oxydes;Oxides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281700;28;Oxyde de zinc;peroxyde de zinc;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281810;28;Corindon artificiel;Aluminium oxide;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281820;28;Oxyde d'aluminium autre que le corindon artificiel;Aluminium oxide;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281830;28;Hydroxyde d'aluminium;Aluminium hydroxide;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281910;28;Trioxyde de chrome;Chromium trioxide;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
281990;28;Autres;Chromium oxides and hydroxides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282010;28;Dioxyde de manganèse;Manganese dioxide;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282090;28;Autres;Manganese oxides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282110;28;Oxydes et hydroxydes de fer;Iron oxides and hydroxides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282120;28;Terres colorantes;Earth colours;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282200;28;Oxydes et hydroxydes de cobalt;oxydes de cobalt du commerce;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282300;28;Oxydes de titane;Titanium oxides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282410;28;Monoxyde de plomb (litharge;Lead;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282490;28;Autres;Lead oxides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282510;28;Hydrazine et hydroxylamine et leurs sels inorganiques;Hydrazine and hydroxylamine and their inorganic salts;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282520;28;Oxyde et hydroxyde de lithium;Lithium oxide and hydroxide;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282530;28;Oxydes et hydroxydes de vanadium;Vanadium oxides and hydroxides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282540;28;Oxydes et hydroxydes de nickel;Nickel oxides and hydroxides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282550;28;Oxydes et hydroxydes de cuivre;Copper oxides and hydroxides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282560;28;Oxydes de germanium et dioxyde de zirconium;Germanium oxides and zirconium dioxide;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282570;28;Oxydes et hydroxydes de molybdène;Molybdenum oxides and hydroxides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282580;28;Oxydes d'antimoine;Antimony oxides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282590;28;Autres;Inorganic bases;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282612;28;D'aluminium;Fluorides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282619;28;Autres;Fluorides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282630;28;Hexafluoroaluminate de sodium (cryolithe synthétique);Sodium hexafluoroaluminate (synthetic cryolite);inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282690;28;Autres;Fluorides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282710;28;Chlorure d'ammonium;Chlorides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282720;28;Chlorure de calcium;Chlorides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282731;28;De magnésium;Chlorides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282732;28;D'aluminium;Chlorides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282735;28;De nickel;Chlorides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282739;28;Autres;Chlorides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282741;28;De cuivre;Chloride oxides and chloride hydroxides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282749;28;Autres;Chloride oxides and chloride hydroxides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282751;28;Bromures de sodium ou de potassium;Bromides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282759;28;Autres;Bromides and bromide oxides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282760;28;Iodures et oxyiodures;Iodides and iodide oxides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282810;28;Hypochlorite de calcium du commerce et autres hypochlorites de calcium;Hypochlorites;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282890;28;Autres;Hypochlorites;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282911;28;De sodium;Chlorates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282919;28;Autres;Chlorates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
282990;28;Autres;Perchlorates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283010;28;Sulfures de sodium;Sulphides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283090;28;Autres;Sulphides and polysulphides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283110;28;De sodium;Dithionites and sulphoxylates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283190;28;Autres;Dithionites and sulphoxylates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283210;28;Sulfites de sodium;Sulphites;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283220;28;Autres sulfites;Sulphites;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283230;28;Thiosulfates;Thiosulphates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283311;28;Sulfate de disodium;Sodium sulphates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283319;28;Autres;Sodium sulphates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283321;28;De magnésium;Sulphates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283322;28;D'aluminium;Sulphates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283324;28;De nickel;Sulphates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283325;28;De cuivre;Sulphates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283327;28;De baryum;Sulphates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283329;28;Autres;Sulphates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283330;28;Aluns;Alums;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283340;28;Peroxosulfates (persulfates);Peroxosulphates (persulphates);inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283410;28;Nitrites;Nitrites;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283421;28;De potassium;Nitrates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283429;28;Autres;Nitrates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283510;28;Phosphinates (hypophosphites) et phosphonates (phosphites);Phosphinates (hypophosphites) and phosphonates (phosphites);inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283521;28;De triammonium;De triammonium;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283522;28;De mono- ou de disodium;Phosphates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283524;28;De potassium;Phosphates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283525;28;Hydrogénoorthophosphates de calcium (phosphate dicalcique);Phosphates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283526;28;Autres phosphates de calcium;Phosphates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283529;28;Autres;Phosphates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283531;28;Triphosphate de sodium (tripolyphosphate de sodium);Polyphosphates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283539;28;Autres;Polyphosphates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283620;28;Carbonate de sodium (soude);Sodium carbonate (soda ash);chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283630;28;Hydrogénocarbonate (bicarbonate) de sodium;Carbonates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283640;28;Carbonate de potassium;Carbonates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283650;28;Carbonate de calcium;Carbonates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283660;28;Carbonate de baryum;Carbonates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283691;28;Carbonates de lithium;Carbonates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283692;28;Carbonate de strontium;Carbonates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283699;28;Autres;Carbonates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283711;28;De sodium;Cyanides and cyanide oxides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283719;28;Autres;Cyanides and cyanide oxides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283720;28;Cyanures complexes;Complex cyanides;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283911;28;Métasilicates;Silicates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283919;28;Autres;Silicates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
283990;28;Autres;Silicates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
284011;28;Anhydre;Borates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
284019;28;Autre;Borates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
284020;28;Autres borates;Borates;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
284030;28;Peroxoborates (perborates);Peroxoborates (perborates);inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
284130;28;Dichromate de sodium;Salts;inorganic_chemicals;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
