Code;Niveau;Description_FR;Description_EN;DD_%;TVA_%;Autres_Taxes_%;Taxes_Detail;Formalites;Total_%
9305209000;HS10;De fusils ou de carabines du n°93.03 : - Autre;Firearms - Other;15.0;;;;;
930591;HS6;Des armes de guerre du n° 93.01 :;Firearms;15.0;0.0;0.0;=;=;15.0
9305911000;HS10;Des armes de guerre du n° 93.01 : - Type 1;Firearms - Type 1;15.0;;;;;
9305912000;HS10;Des armes de guerre du n° 93.01 : - Type 2;Firearms - Type 2;15.0;;;;;
9305919000;HS10;Des armes de guerre du n° 93.01 : - Autre;Firearms - Other;15.0;;;;;
930599;HS6;Autres;Firearms;15.0;0.0;0.0;=;=;15.0
9305991000;HS10;Autres - Type 1;Firearms - Type 1;15.0;;;;;
9305992000;HS10;Autres - Type 2;Firearms - Type 2;15.0;;;;;
9305999000;HS10;Autres - Autre;Firearms - Other;15.0;;;;;
930621;HS6;Cartouches;Ammunition;15.0;0.0;0.0;=;=;15.0
9306211000;HS10;Cartouches - Type 1;Ammunition - Type 1;15.0;;;;;
9306212000;HS10;Cartouches - Type 2;Ammunition - Type 2;15.0;;;;;
9306219000;HS10;Cartouches - Autre;Ammunition - Other;15.0;;;;;
930629;HS6;Autres;Ammunition;15.0;0.0;0.0;=;=;15.0
9306291000;HS10;Autres - Type 1;Ammunition - Type 1;15.0;;;;;
9306292000;HS10;Autres - Type 2;Ammunition - Type 2;15.0;;;;;
9306299000;HS10;Autres - Autre;Ammunition - Other;15.0;;;;;
930630;HS6;Autres cartouches et leurs parties :;Ammunition;15.0;0.0;0.0;=;=;15.0
9306301000;HS10;Autres cartouches et leurs parties : - Type 1;Ammunition - Type 1;15.0;;;;;
9306302000;HS10;Autres cartouches et leurs parties : - Type 2;Ammunition - Type 2;15.0;;;;;
9306309000;HS10;Autres cartouches et leurs parties : - Autre;Ammunition - Other;15.0;;;;;
930690;HS6;Autres :;Ammunition;15.0;0.0;0.0;=;=;15.0
9306901000;HS10;Autres : - Type 1;Ammunition - Type 1;15.0;;;;;
9306902000;HS10;Autres : - Type 2;Ammunition - Type 2;15.0;;;;;
9306909000;HS10;Autres : - Autre;Ammunition - Other;15.0;;;;;
930700;HS6;Sabres;Arms;15.0;0.0;0.0;=;=;15.0
9307001000;HS10;Sabres - Type 1;Arms - Type 1;15.0;;;;;
9307002000;HS10;Sabres - Type 2;Arms - Type 2;15.0;;;;;
9307009000;HS10;Sabres - Autre;Arms - Other;15.0;;;;;
CHAPITRE 94;---;Meubles, literie, éclairage;;;;;;;
940110;HS6;Sièges des types utilisés dans les véhicules aériens;Seats;15.0;0.0;0.0;D.D:15.0% | T.V.A:0.0%;910 Déclaration d'Importation du Produit;15.0
9401101000;HS10;Sièges des types utilisés dans les véhicules aériens - Type 1;Seats - Type 1;15.0;;;;;
9401102000;HS10;Sièges des types utilisés dans les véhicules aériens - Type 2;Seats - Type 2;15.0;;;;;
9401109000;HS10;Sièges des types utilisés dans les véhicules aériens - Autre;Seats - Other;15.0;;;;;
940120;HS6;Sièges des types utilisés pour véhicules automobiles;Seats;15.0;0.0;0.0;=;=;15.0
9401201000;HS10;Sièges des types utilisés pour véhicules automobiles - Type 1;Seats - Type 1;15.0;;;;;
9401202000;HS10;Sièges des types utilisés pour véhicules automobiles - Type 2;Seats - Type 2;15.0;;;;;
9401209000;HS10;Sièges des types utilisés pour véhicules automobiles - Autre;Seats - Other;15.0;;;;;
940131;HS6;En bois;Seats;15.0;0.0;0.0;=;=;15.0
9401311000;HS10;En bois - Type 1;Seats - Type 1;15.0;;;;;
9401312000;HS10;En bois - Type 2;Seats - Type 2;15.0;;;;;
9401319000;HS10;En bois - Autre;Seats - Other;15.0;;;;;
940139;HS6;Autres;Seats;15.0;0.0;0.0;=;=;15.0
9401391000;HS10;Autres - Type 1;Seats - Type 1;15.0;;;;;
9401392000;HS10;Autres - Type 2;Seats - Type 2;15.0;;;;;
9401399000;HS10;Autres - Autre;Seats - Other;15.0;;;;;
940141;HS6;En bois;Seats;15.0;0.0;0.0;=;=;15.0
9401411000;HS10;En bois - Type 1;Seats - Type 1;15.0;;;;;
9401412000;HS10;En bois - Type 2;Seats - Type 2;15.0;;;;;
9401419000;HS10;En bois - Autre;Seats - Other;15.0;;;;;
940149;HS6;Autres;Seats;15.0;0.0;0.0;=;=;15.0
9401491000;HS10;Autres - Type 1;Seats - Type 1;15.0;;;;;
9401492000;HS10;Autres - Type 2;Seats - Type 2;15.0;;;;;
9401499000;HS10;Autres - Autre;Seats - Other;15.0;;;;;
940152;HS6;En bambou;Seats;15.0;0.0;0.0;=;=;15.0
9401521000;HS10;En bambou - Type 1;Seats - Type 1;15.0;;;;;
9401522000;HS10;En bambou - Type 2;Seats - Type 2;15.0;;;;;
9401529000;HS10;En bambou - Autre;Seats - Other;15.0;;;;;
940153;HS6;En rotin;Seats;15.0;0.0;0.0;=;=;15.0
9401531000;HS10;En rotin - Type 1;Seats - Type 1;15.0;;;;;
9401532000;HS10;En rotin - Type 2;Seats - Type 2;15.0;;;;;
9401539000;HS10;En rotin - Autre;Seats - Other;15.0;;;;;
940159;HS6;Autres;Seats;15.0;0.0;0.0;=;=;15.0
9401591000;HS10;Autres - Type 1;Seats - Type 1;15.0;;;;;
9401592000;HS10;Autres - Type 2;Seats - Type 2;15.0;;;;;
9401599000;HS10;Autres - Autre;Seats - Other;15.0;;;;;
940161;HS6;Rembourrés;Seats;15.0;0.0;0.0;=;=;15.0
9401611000;HS10;Rembourrés - Type 1;Seats - Type 1;15.0;;;;;
9401612000;HS10;Rembourrés - Type 2;Seats - Type 2;15.0;;;;;
9401619000;HS10;Rembourrés - Autre;Seats - Other;15.0;;;;;
940169;HS6;Autres;Seats;15.0;0.0;0.0;=;=;15.0
9401691000;HS10;Autres - Type 1;Seats - Type 1;15.0;;;;;
9401692000;HS10;Autres - Type 2;Seats - Type 2;15.0;;;;;
9401699000;HS10;Autres - Autre;Seats - Other;15.0;;;;;
940171;HS6;Rembourrés;Seats;15.0;0.0;0.0;=;=;15.0
9401711000;HS10;Rembourrés - Type 1;Seats - Type 1;15.0;;;;;
9401712000;HS10;Rembourrés - Type 2;Seats - Type 2;15.0;;;;;
9401719000;HS10;Rembourrés - Autre;Seats - Other;15.0;;;;;
940179;HS6;Autres;Seats;15.0;0.0;0.0;=;=;15.0
9401791000;HS10;Autres - Type 1;Seats - Type 1;15.0;;;;;
9401792000;HS10;Autres - Type 2;Seats - Type 2;15.0;;;;;
9401799000;HS10;Autres - Autre;Seats - Other;15.0;;;;;
940180;HS6;Autres sièges;Seats;15.0;0.0;0.0;=;=;15.0
9401801000;HS10;Autres sièges - Type 1;Seats - Type 1;15.0;;;;;
9401802000;HS10;Autres sièges - Type 2;Seats - Type 2;15.0;;;;;
9401809000;HS10;Autres sièges - Autre;Seats - Other;15.0;;;;;
940191;HS6;En bois;Seats;15.0;0.0;0.0;=;=;15.0
9401911000;HS10;En bois - Type 1;Seats - Type 1;15.0;;;;;
9401912000;HS10;En bois - Type 2;Seats - Type 2;15.0;;;;;
9401919000;HS10;En bois - Autre;Seats - Other;15.0;;;;;
940199;HS6;Autres;Seats;15.0;0.0;0.0;=;=;15.0
9401991000;HS10;Autres - Type 1;Seats - Type 1;15.0;;;;;
9401992000;HS10;Autres - Type 2;Seats - Type 2;15.0;;;;;
9401999000;HS10;Autres - Autre;Seats - Other;15.0;;;;;
940210;HS6;Fauteuils de dentistes;Chairs;15.0;0.0;0.0;=;=;15.0
9402101000;HS10;Fauteuils de dentistes - Type 1;Chairs - Type 1;15.0;;;;;
9402102000;HS10;Fauteuils de dentistes - Type 2;Chairs - Type 2;15.0;;;;;
9402109000;HS10;Fauteuils de dentistes - Autre;Chairs - Other;15.0;;;;;
940290;HS6;Autres;Furniture;15.0;0.0;0.0;=;=;15.0
9402901000;HS10;Autres - Type 1;Furniture - Type 1;15.0;;;;;
9402902000;HS10;Autres - Type 2;Furniture - Type 2;15.0;;;;;
9402909000;HS10;Autres - Autre;Furniture - Other;15.0;;;;;
940310;HS6;Meubles en métal des types utilisés dans les bureaux;Furniture;15.0;0.0;0.0;=;=;15.0
9403101000;HS10;Meubles en métal des types utilisés dans les bureaux - Type 1;Furniture - Type 1;15.0;;;;;
9403102000;HS10;Meubles en métal des types utilisés dans les bureaux - Type 2;Furniture - Type 2;15.0;;;;;
9403109000;HS10;Meubles en métal des types utilisés dans les bureaux - Autre;Furniture - Other;15.0;;;;;
940320;HS6;Autres meubles en métal;Furniture;15.0;0.0;0.0;=;=;15.0
9403201000;HS10;Autres meubles en métal - Type 1;Furniture - Type 1;15.0;;;;;
9403202000;HS10;Autres meubles en métal - Type 2;Furniture - Type 2;15.0;;;;;
9403209000;HS10;Autres meubles en métal - Autre;Furniture - Other;15.0;;;;;
940330;HS6;Meubles en bois des types utilisés dans les bureaux;Furniture;15.0;0.0;0.0;=;=;15.0
9403301000;HS10;Meubles en bois des types utilisés dans les bureaux - Type 1;Furniture - Type 1;15.0;;;;;
9403302000;HS10;Meubles en bois des types utilisés dans les bureaux - Type 2;Furniture - Type 2;15.0;;;;;
9403309000;HS10;Meubles en bois des types utilisés dans les bureaux - Autre;Furniture - Other;15.0;;;;;
940340;HS6;Meubles en bois des types utilisés dans les cuisines;Furniture;15.0;0.0;0.0;=;=;15.0
9403401000;HS10;Meubles en bois des types utilisés dans les cuisines - Type 1;Furniture - Type 1;15.0;;;;;
9403402000;HS10;Meubles en bois des types utilisés dans les cuisines - Type 2;Furniture - Type 2;15.0;;;;;
9403409000;HS10;Meubles en bois des types utilisés dans les cuisines - Autre;Furniture - Other;15.0;;;;;
940350;HS6;Meubles en bois des types utilisés dans les chambres à coucher;Furniture;15.0;0.0;0.0;=;=;15.0
9403501000;HS10;Meubles en bois des types utilisés dans les chambres à coucher - Type 1;Furniture - Type 1;15.0;;;;;
9403502000;HS10;Meubles en bois des types utilisés dans les chambres à coucher - Type 2;Furniture - Type 2;15.0;;;;;
9403509000;HS10;Meubles en bois des types utilisés dans les chambres à coucher - Autre;Furniture - Other;15.0;;;;;
940360;HS6;Autres meubles en bois;Furniture;15.0;0.0;0.0;=;=;15.0
9403601000;HS10;Autres meubles en bois - Type 1;Furniture - Type 1;15.0;;;;;
9403602000;HS10;Autres meubles en bois - Type 2;Furniture - Type 2;15.0;;;;;
9403609000;HS10;Autres meubles en bois - Autre;Furniture - Other;15.0;;;;;
940370;HS6;Meubles en matières plastiques;Furniture;15.0;0.0;0.0;=;=;15.0
9403701000;HS10;Meubles en matières plastiques - Type 1;Furniture - Type 1;15.0;;;;;
9403702000;HS10;Meubles en matières plastiques - Type 2;Furniture - Type 2;15.0;;;;;
9403709000;HS10;Meubles en matières plastiques - Autre;Furniture - Other;15.0;;;;;
940382;HS6;En bambou;Furniture;15.0;0.0;0.0;=;=;15.0
9403821000;HS10;En bambou - Type 1;Furniture - Type 1;15.0;;;;;
9403822000;HS10;En bambou - Type 2;Furniture - Type 2;15.0;;;;;
9403829000;HS10;En bambou - Autre;Furniture - Other;15.0;;;;;
940383;HS6;En rotin;Furniture;15.0;0.0;0.0;=;=;15.0
9403831000;HS10;En rotin - Type 1;Furniture - Type 1;15.0;;;;;
9403832000;HS10;En rotin - Type 2;Furniture - Type 2;15.0;;;;;
9403839000;HS10;En rotin - Autre;Furniture - Other;15.0;;;;;
940389;HS6;Autres;Furniture;15.0;0.0;0.0;=;=;15.0
9403891000;HS10;Autres - Type 1;Furniture - Type 1;15.0;;;;;
9403892000;HS10;Autres - Type 2;Furniture - Type 2;15.0;;;;;
9403899000;HS10;Autres - Autre;Furniture - Other;15.0;;;;;
940390;HS6;Parties de meubles;Parts of furniture;15.0;0.0;0.0;=;=;15.0
9403900010;HS10;Parties de meubles - Usage spécifique;Parts of furniture - Specific use;15.0;;;;;
9403900090;HS10;Parties de meubles - Autre usage;Parts of furniture - Other use;15.0;;;;;
940391;HS6;En bois;Furniture;15.0;0.0;0.0;=;=;15.0
9403911000;HS10;En bois - Type 1;Furniture - Type 1;15.0;;;;;
9403912000;HS10;En bois - Type 2;Furniture - Type 2;15.0;;;;;
9403919000;HS10;En bois - Autre;Furniture - Other;15.0;;;;;
940399;HS6;Autres;Furniture;15.0;0.0;0.0;=;=;15.0
9403991000;HS10;Autres - Type 1;Furniture - Type 1;15.0;;;;;
9403992000;HS10;Autres - Type 2;Furniture - Type 2;15.0;;;;;
9403999000;HS10;Autres - Autre;Furniture - Other;15.0;;;;;
940410;HS6;Sommiers;Mattress supports;15.0;0.0;0.0;=;=;15.0
9404101000;HS10;Sommiers - Type 1;Mattress supports - Type 1;15.0;;;;;
9404102000;HS10;Sommiers - Type 2;Mattress supports - Type 2;15.0;;;;;
9404109000;HS10;Sommiers - Autre;Mattress supports - Other;15.0;;;;;
940421;HS6;En caoutchouc alvéolaire ou en matières plastiques alvéolaires;Mattresses;15.0;0.0;0.0;=;=;15.0
9404211000;HS10;En caoutchouc alvéolaire ou en matières plastiques alvéolaires - Type 1;Mattresses - Type 1;15.0;;;;;
9404212000;HS10;En caoutchouc alvéolaire ou en matières plastiques alvéolaires - Type 2;Mattresses - Type 2;15.0;;;;;
9404219000;HS10;En caoutchouc alvéolaire ou en matières plastiques alvéolaires - Autre;Mattresses - Other;15.0;;;;;
940429;HS6;En autres matières;Mattresses;15.0;0.0;0.0;=;=;15.0
9404291000;HS10;En autres matières - Type 1;Mattresses - Type 1;15.0;;;;;
9404292000;HS10;En autres matières - Type 2;Mattresses - Type 2;15.0;;;;;
9404299000;HS10;En autres matières - Autre;Mattresses - Other;15.0;;;;;
940430;HS6;Sacs de couchage;Sleeping bags;15.0;0.0;0.0;=;=;15.0
9404301000;HS10;Sacs de couchage - Type 1;Sleeping bags - Type 1;15.0;;;;;
9404302000;HS10;Sacs de couchage - Type 2;Sleeping bags - Type 2;15.0;;;;;
9404309000;HS10;Sacs de couchage - Autre;Sleeping bags - Other;15.0;;;;;
940440;HS6;Couvre-pieds;Quilts;15.0;0.0;0.0;=;=;15.0
9404401000;HS10;Couvre-pieds - Type 1;Quilts - Type 1;15.0;;;;;
9404402000;HS10;Couvre-pieds - Type 2;Quilts - Type 2;15.0;;;;;
9404409000;HS10;Couvre-pieds - Autre;Quilts - Other;15.0;;;;;
940490;HS6;Autres;Bedding and similar furnishing articles;15.0;0.0;0.0;=;=;15.0
9404901000;HS10;Autres - Type 1;Bedding and similar furnishing articles - Type 1;15.0;;;;;
9404902000;HS10;Autres - Type 2;Bedding and similar furnishing articles - Type 2;15.0;;;;;
9404909000;HS10;Autres - Autre;Bedding and similar furnishing articles - Other;15.0;;;;;
940511;HS6;Conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED);Luminaires and light fittings;15.0;0.0;0.0;=;=;15.0
9405111000;HS10;Conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED) - Type 1;Luminaires and light fittings - Type 1;15.0;;;;;
9405112000;HS10;Conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED) - Type 2;Luminaires and light fittings - Type 2;15.0;;;;;
9405119000;HS10;Conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED) - Autre;Luminaires and light fittings - Other;15.0;;;;;
940519;HS6;Autres;Chandeliers and electric ceiling or wall light fittings;15.0;0.0;0.0;=;=;15.0
9405191000;HS10;Autres - Type 1;Chandeliers and electric ceiling or wall light fittings - Type 1;15.0;;;;;
9405192000;HS10;Autres - Type 2;Chandeliers and electric ceiling or wall light fittings - Type 2;15.0;;;;;
9405199000;HS10;Autres - Autre;Chandeliers and electric ceiling or wall light fittings - Other;15.0;;;;;
940521;HS6;Conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED);Luminaires and light fittings;15.0;0.0;0.0;=;=;15.0
9405211000;HS10;Conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED) - Type 1;Luminaires and light fittings - Type 1;15.0;;;;;
9405212000;HS10;Conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED) - Type 2;Luminaires and light fittings - Type 2;15.0;;;;;
9405219000;HS10;Conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED) - Autre;Luminaires and light fittings - Other;15.0;;;;;
940529;HS6;Autres;Luminaires and light fittings;15.0;0.0;0.0;=;=;15.0
9405291000;HS10;Autres - Type 1;Luminaires and light fittings - Type 1;15.0;;;;;
9405292000;HS10;Autres - Type 2;Luminaires and light fittings - Type 2;15.0;;;;;
9405299000;HS10;Autres - Autre;Luminaires and light fittings - Other;15.0;;;;;
940531;HS6;Conçues pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED);Luminaires and light fittings;15.0;0.0;0.0;=;=;15.0
9405311000;HS10;Conçues pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED) - Type 1;Luminaires and light fittings - Type 1;15.0;;;;;
9405312000;HS10;Conçues pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED) - Type 2;Luminaires and light fittings - Type 2;15.0;;;;;
9405319000;HS10;Conçues pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED) - Autre;Luminaires and light fittings - Other;15.0;;;;;
940539;HS6;Autres;Luminaires and light fittings;15.0;0.0;0.0;=;=;15.0
9405391000;HS10;Autres - Type 1;Luminaires and light fittings - Type 1;15.0;;;;;
9405392000;HS10;Autres - Type 2;Luminaires and light fittings - Type 2;15.0;;;;;
9405399000;HS10;Autres - Autre;Luminaires and light fittings - Other;15.0;;;;;
940541;HS6;Photovoltaïques;Luminaires and light fittings;15.0;0.0;0.0;=;=;15.0
9405411000;HS10;Photovoltaïques - Type 1;Luminaires and light fittings - Type 1;15.0;;;;;
9405412000;HS10;Photovoltaïques - Type 2;Luminaires and light fittings - Type 2;15.0;;;;;
9405419000;HS10;Photovoltaïques - Autre;Luminaires and light fittings - Other;15.0;;;;;
940542;HS6;Autres;Luminaires and light fittings;15.0;0.0;0.0;=;=;15.0
9405421000;HS10;Autres - Type 1;Luminaires and light fittings - Type 1;15.0;;;;;
9405422000;HS10;Autres - Type 2;Luminaires and light fittings - Type 2;15.0;;;;;
9405429000;HS10;Autres - Autre;Luminaires and light fittings - Other;15.0;;;;;
940549;HS6;Autres;Luminaires and light fittings;15.0;0.0;0.0;=;=;15.0
9405491000;HS10;Autres - Type 1;Luminaires and light fittings - Type 1;15.0;;;;;
9405492000;HS10;Autres - Type 2;Luminaires and light fittings - Type 2;15.0;;;;;
9405499000;HS10;Autres - Autre;Luminaires and light fittings - Other;15.0;;;;;
940550;HS6;Luminaires et appareils d'éclairage non électriques;Luminaires and light fittings;15.0;0.0;0.0;=;=;15.0
9405501000;HS10;Luminaires et appareils d'éclairage non électriques - Type 1;Luminaires and light fittings - Type 1;15.0;;;;;
9405502000;HS10;Luminaires et appareils d'éclairage non électriques - Type 2;Luminaires and light fittings - Type 2;15.0;;;;;
9405509000;HS10;Luminaires et appareils d'éclairage non électriques - Autre;Luminaires and light fittings - Other;15.0;;;;;
940561;HS6;Conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED);Luminaires;15.0;0.0;0.0;=;=;15.0
9405611000;HS10;Conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED) - Type 1;Luminaires - Type 1;15.0;;;;;
9405612000;HS10;Conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED) - Type 2;Luminaires - Type 2;15.0;;;;;
9405619000;HS10;Conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED) - Autre;Luminaires - Other;15.0;;;;;
940569;HS6;Autres;Luminaires;15.0;0.0;0.0;=;=;15.0
9405691000;HS10;Autres - Type 1;Luminaires - Type 1;15.0;;;;;
9405692000;HS10;Autres - Type 2;Luminaires - Type 2;15.0;;;;;
9405699000;HS10;Autres - Autre;Luminaires - Other;15.0;;;;;
940591;HS6;En verre;Lamps and light fittings;15.0;0.0;0.0;=;=;15.0
9405911000;HS10;En verre - Type 1;Lamps and light fittings - Type 1;15.0;;;;;
9405912000;HS10;En verre - Type 2;Lamps and light fittings - Type 2;15.0;;;;;
9405919000;HS10;En verre - Autre;Lamps and light fittings - Other;15.0;;;;;
940592;HS6;En matières plastiques;Lamps and light fittings;15.0;0.0;0.0;=;=;15.0
9405921000;HS10;En matières plastiques - Type 1;Lamps and light fittings - Type 1;15.0;;;;;
9405922000;HS10;En matières plastiques - Type 2;Lamps and light fittings - Type 2;15.0;;;;;
9405929000;HS10;En matières plastiques - Autre;Lamps and light fittings - Other;15.0;;;;;
940599;HS6;Autres;Lamps and light fittings;15.0;0.0;0.0;=;=;15.0
9405991000;HS10;Autres - Type 1;Lamps and light fittings - Type 1;15.0;;;;;
9405992000;HS10;Autres - Type 2;Lamps and light fittings - Type 2;15.0;;;;;
9405999000;HS10;Autres - Autre;Lamps and light fittings - Other;15.0;;;;;
940610;HS6;En bois;Buildings;15.0;0.0;0.0;=;=;15.0
9406101000;HS10;En bois - Type 1;Buildings - Type 1;15.0;;;;;
9406102000;HS10;En bois - Type 2;Buildings - Type 2;15.0;;;;;
9406109000;HS10;En bois - Autre;Buildings - Other;15.0;;;;;
940620;HS6;Unités de construction modulaires en acier;Buildings;15.0;0.0;0.0;=;=;15.0
9406201000;HS10;Unités de construction modulaires en acier - Type 1;Buildings - Type 1;15.0;;;;;
9406202000;HS10;Unités de construction modulaires en acier - Type 2;Buildings - Type 2;15.0;;;;;
9406209000;HS10;Unités de construction modulaires en acier - Autre;Buildings - Other;15.0;;;;;
940690;HS6;Autres;Buildings;15.0;0.0;0.0;=;=;15.0
9406901000;HS10;Autres - Type 1;Buildings - Type 1;15.0;;;;;
9406902000;HS10;Autres - Type 2;Buildings - Type 2;15.0;;;;;
9406909000;HS10;Autres - Autre;Buildings - Other;15.0;;;;;
CHAPITRE 95;---;Jouets, jeux, articles de sport;;;;;;;
950300;HS6;B) Autres;Tricycles;15.0;0.0;0.0;D.D:15.0% | T.V.A:0.0%;910 Déclaration d'Importation du Produit;15.0
9503001000;HS10;B) Autres - Type 1;Tricycles - Type 1;15.0;;;;;
9503002000;HS10;B) Autres - Type 2;Tricycles - Type 2;15.0;;;;;
9503009000;HS10;B) Autres - Autre;Tricycles - Other;15.0;;;;;
950420;HS6;Billards de tout genre et leurs accessoires;Billiard articles and accessories of all kinds;15.0;0.0;0.0;=;=;15.0
9504201000;HS10;Billards de tout genre et leurs accessoires - Type 1;Billiard articles and accessories of all kinds - Type 1;15.0;;;;;
9504202000;HS10;Billards de tout genre et leurs accessoires - Type 2;Billiard articles and accessories of all kinds - Type 2;15.0;;;;;
9504209000;HS10;Billards de tout genre et leurs accessoires - Autre;Billiard articles and accessories of all kinds - Other;15.0;;;;;
950430;HS6;Autres jeux fonctionnant par l'introduction d'une pièce de monnaie;Games;15.0;0.0;0.0;=;=;15.0
9504301000;HS10;Autres jeux fonctionnant par l'introduction d'une pièce de monnaie - Type 1;Games - Type 1;15.0;;;;;
9504302000;HS10;Autres jeux fonctionnant par l'introduction d'une pièce de monnaie - Type 2;Games - Type 2;15.0;;;;;
9504309000;HS10;Autres jeux fonctionnant par l'introduction d'une pièce de monnaie - Autre;Games - Other;15.0;;;;;
950440;HS6;Cartes à jouer;Games;15.0;0.0;0.0;=;=;15.0
9504401000;HS10;Cartes à jouer - Type 1;Games - Type 1;15.0;;;;;
9504402000;HS10;Cartes à jouer - Type 2;Games - Type 2;15.0;;;;;
9504409000;HS10;Cartes à jouer - Autre;Games - Other;15.0;;;;;
950450;HS6;Consoles et machines de jeux vidéo;Games;15.0;0.0;0.0;=;=;15.0
9504501000;HS10;Consoles et machines de jeux vidéo - Type 1;Games - Type 1;15.0;;;;;
9504502000;HS10;Consoles et machines de jeux vidéo - Type 2;Games - Type 2;15.0;;;;;
9504509000;HS10;Consoles et machines de jeux vidéo - Autre;Games - Other;15.0;;;;;
950490;HS6;Autres :;Games;15.0;0.0;0.0;=;=;15.0
9504901000;HS10;Autres : - Type 1;Games - Type 1;15.0;;;;;
9504902000;HS10;Autres : - Type 2;Games - Type 2;15.0;;;;;
9504909000;HS10;Autres : - Autre;Games - Other;15.0;;;;;
950510;HS6;Articles pour fêtes de Noël;Christmas festivity articles;15.0;0.0;0.0;=;=;15.0
9505101000;HS10;Articles pour fêtes de Noël - Type 1;Christmas festivity articles - Type 1;15.0;;;;;
9505102000;HS10;Articles pour fêtes de Noël - Type 2;Christmas festivity articles - Type 2;15.0;;;;;
9505109000;HS10;Articles pour fêtes de Noël - Autre;Christmas festivity articles - Other;15.0;;;;;
950590;HS6;Autres;Festive;15.0;0.0;0.0;=;=;15.0
9505901000;HS10;Autres - Type 1;Festive - Type 1;15.0;;;;;
9505902000;HS10;Autres - Type 2;Festive - Type 2;15.0;;;;;
9505909000;HS10;Autres - Autre;Festive - Other;15.0;;;;;
950611;HS6;Skis;Skis;15.0;0.0;0.0;=;=;15.0
9506111000;HS10;Skis - Type 1;Skis - Type 1;15.0;;;;;
9506112000;HS10;Skis - Type 2;Skis - Type 2;15.0;;;;;
9506119000;HS10;Skis - Autre;Skis - Other;15.0;;;;;
950612;HS6;Fixations pour ski;Ski-fastenings (ski-bindings);15.0;0.0;0.0;=;=;15.0
9506121000;HS10;Fixations pour ski - Type 1;Ski-fastenings (ski-bindings) - Type 1;15.0;;;;;
9506122000;HS10;Fixations pour ski - Type 2;Ski-fastenings (ski-bindings) - Type 2;15.0;;;;;
9506129000;HS10;Fixations pour ski - Autre;Ski-fastenings (ski-bindings) - Other;15.0;;;;;
950619;HS6;Autres;Snow-ski equipment;15.0;0.0;0.0;=;=;15.0
9506191000;HS10;Autres - Type 1;Snow-ski equipment - Type 1;15.0;;;;;
9506192000;HS10;Autres - Type 2;Snow-ski equipment - Type 2;15.0;;;;;
9506199000;HS10;Autres - Autre;Snow-ski equipment - Other;15.0;;;;;
950621;HS6;Planches à voile;Sailboards;15.0;0.0;0.0;=;=;15.0
9506211000;HS10;Planches à voile - Type 1;Sailboards - Type 1;15.0;;;;;
9506212000;HS10;Planches à voile - Type 2;Sailboards - Type 2;15.0;;;;;
9506219000;HS10;Planches à voile - Autre;Sailboards - Other;15.0;;;;;
950629;HS6;Autres;Water sport equipment;15.0;0.0;0.0;=;=;15.0
9506291000;HS10;Autres - Type 1;Water sport equipment - Type 1;15.0;;;;;
9506292000;HS10;Autres - Type 2;Water sport equipment - Type 2;15.0;;;;;
9506299000;HS10;Autres - Autre;Water sport equipment - Other;15.0;;;;;
950631;HS6;Clubs complets;Golf clubs;15.0;0.0;0.0;=;=;15.0
9506311000;HS10;Clubs complets - Type 1;Golf clubs - Type 1;15.0;;;;;
9506312000;HS10;Clubs complets - Type 2;Golf clubs - Type 2;15.0;;;;;
9506319000;HS10;Clubs complets - Autre;Golf clubs - Other;15.0;;;;;
950632;HS6;Balles;Golf balls;15.0;0.0;0.0;=;=;15.0
9506321000;HS10;Balles - Type 1;Golf balls - Type 1;15.0;;;;;
9506322000;HS10;Balles - Type 2;Golf balls - Type 2;15.0;;;;;
9506329000;HS10;Balles - Autre;Golf balls - Other;15.0;;;;;
950639;HS6;Autres;Golf equipment;15.0;0.0;0.0;=;=;15.0
9506391000;HS10;Autres - Type 1;Golf equipment - Type 1;15.0;;;;;
9506392000;HS10;Autres - Type 2;Golf equipment - Type 2;15.0;;;;;
9506399000;HS10;Autres - Autre;Golf equipment - Other;15.0;;;;;
950640;HS6;Articles et matériels pour le tennis de table;Table-tennis articles and equipment;15.0;0.0;0.0;=;=;15.0
9506401000;HS10;Articles et matériels pour le tennis de table - Type 1;Table-tennis articles and equipment - Type 1;15.0;;;;;
