Code;Niveau;Description_FR;Description_EN;Groupe_Utilisation;D.D_%;T.V.A_%;Formalites;Total_%
8433522000;HS10;Autres machines et appareils pour le battage - Type 2;Threshing machinery - Type 2;Équipement;0.0;16.0;=;16.0
8433529000;HS10;Autres machines et appareils pour le battage - Autre;Threshing machinery - Other;Équipement;0.0;16.0;=;16.0
843353;HS6;Machines pour la récolte des racines ou des tubercules;Harvesting machinery;;;;;
8433531000;HS10;Machines pour la récolte des racines ou des tubercules - Type 1;Harvesting machinery - Type 1;Équipement;0.0;16.0;=;16.0
8433532000;HS10;Machines pour la récolte des racines ou des tubercules - Type 2;Harvesting machinery - Type 2;Équipement;0.0;16.0;=;16.0
8433539000;HS10;Machines pour la récolte des racines ou des tubercules - Autre;Harvesting machinery - Other;Équipement;0.0;16.0;=;16.0
843359;HS6;Autres;Harvesting machinery;;;;;
8433591000;HS10;Autres - Type 1;Harvesting machinery - Type 1;Équipement;0.0;16.0;=;16.0
8433592000;HS10;Autres - Type 2;Harvesting machinery - Type 2;Équipement;0.0;16.0;=;16.0
8433599000;HS10;Autres - Autre;Harvesting machinery - Other;Équipement;0.0;16.0;=;16.0
843360;HS6;Machines pour le nettoyage ou le triage des oeufs;Machines;;;;;
8433601000;HS10;Machines pour le nettoyage ou le triage des oeufs - Type 1;Machines - Type 1;Équipement;0.0;16.0;=;16.0
8433602000;HS10;Machines pour le nettoyage ou le triage des oeufs - Type 2;Machines - Type 2;Équipement;0.0;16.0;=;16.0
8433609000;HS10;Machines pour le nettoyage ou le triage des oeufs - Autre;Machines - Other;Équipement;0.0;16.0;=;16.0
843390;HS6;Parties;Harvesting machinery;;;;;
8433901000;HS10;Parties - Type 1;Harvesting machinery - Type 1;Équipement;0.0;16.0;=;16.0
8433902000;HS10;Parties - Type 2;Harvesting machinery - Type 2;Équipement;0.0;16.0;=;16.0
8433909000;HS10;Parties - Autre;Harvesting machinery - Other;Équipement;0.0;16.0;=;16.0
8434;RANGEE 34;Milking machines and dairy machinery;;;;;;
843410;HS6;Machines à traire;Milking machines;;;;;
8434101000;HS10;Machines à traire - Type 1;Milking machines - Type 1;Équipement;0.0;16.0;=;16.0
8434102000;HS10;Machines à traire - Type 2;Milking machines - Type 2;Équipement;0.0;16.0;=;16.0
8434109000;HS10;Machines à traire - Autre;Milking machines - Other;Équipement;0.0;16.0;=;16.0
843420;HS6;Machines et appareils de laiterie;Dairy machinery;;;;;
8434201000;HS10;Machines et appareils de laiterie - Type 1;Dairy machinery - Type 1;Équipement;0.0;16.0;=;16.0
8434202000;HS10;Machines et appareils de laiterie - Type 2;Dairy machinery - Type 2;Équipement;0.0;16.0;=;16.0
8434209000;HS10;Machines et appareils de laiterie - Autre;Dairy machinery - Other;Équipement;0.0;16.0;=;16.0
843490;HS6;Parties;Milking machines and dairy machinery;;;;;
8434901000;HS10;Parties - Type 1;Milking machines and dairy machinery - Type 1;Équipement;0.0;16.0;=;16.0
8434902000;HS10;Parties - Type 2;Milking machines and dairy machinery - Type 2;Équipement;0.0;16.0;=;16.0
8434909000;HS10;Parties - Autre;Milking machines and dairy machinery - Other;Équipement;0.0;16.0;=;16.0
8435;RANGEE 35;"Presses, crushers and similar machinery; used in the manufacture of wine, cider, fruit juices or similar beverages";;;;;;
843510;HS6;Machines et appareils;Presses;;;;;
8435101000;HS10;Machines et appareils - Type 1;Presses - Type 1;Équipement;0.0;16.0;=;16.0
8435102000;HS10;Machines et appareils - Type 2;Presses - Type 2;Équipement;0.0;16.0;=;16.0
8435109000;HS10;Machines et appareils - Autre;Presses - Other;Équipement;0.0;16.0;=;16.0
843590;HS6;Parties;Presses;;;;;
8435901000;HS10;Parties - Type 1;Presses - Type 1;Équipement;0.0;16.0;=;16.0
8435902000;HS10;Parties - Type 2;Presses - Type 2;Équipement;0.0;16.0;=;16.0
8435909000;HS10;Parties - Autre;Presses - Other;Équipement;0.0;16.0;=;16.0
8436;RANGEE 36;"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders";;;;;;
843610;HS6;Machines et appareils pour la préparation des aliments ou provendes pour animaux;Machinery;;;;;
8436101000;HS10;Machines et appareils pour la préparation des aliments ou provendes pour animaux - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8436102000;HS10;Machines et appareils pour la préparation des aliments ou provendes pour animaux - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8436109000;HS10;Machines et appareils pour la préparation des aliments ou provendes pour animaux - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
843621;HS6;Couveuses et éleveuses;Poultry incubators and brooders;;;;;
8436211000;HS10;Couveuses et éleveuses - Type 1;Poultry incubators and brooders - Type 1;Équipement;0.0;16.0;=;16.0
8436212000;HS10;Couveuses et éleveuses - Type 2;Poultry incubators and brooders - Type 2;Équipement;0.0;16.0;=;16.0
8436219000;HS10;Couveuses et éleveuses - Autre;Poultry incubators and brooders - Other;Équipement;0.0;16.0;=;16.0
843629;HS6;Autres;Poultry-keeping machinery;;;;;
8436291000;HS10;Autres - Type 1;Poultry-keeping machinery - Type 1;Équipement;0.0;16.0;=;16.0
8436292000;HS10;Autres - Type 2;Poultry-keeping machinery - Type 2;Équipement;0.0;16.0;=;16.0
8436299000;HS10;Autres - Autre;Poultry-keeping machinery - Other;Équipement;0.0;16.0;=;16.0
843680;HS6;Autres machines et appareils;Machinery;;;;;
8436801000;HS10;Autres machines et appareils - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8436802000;HS10;Autres machines et appareils - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8436809000;HS10;Autres machines et appareils - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
843691;HS6;De machines et appareils d'aviculture;Machinery;;;;;
8436911000;HS10;De machines et appareils d'aviculture - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8436912000;HS10;De machines et appareils d'aviculture - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8436919000;HS10;De machines et appareils d'aviculture - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
843699;HS6;Autres;Machinery;;;;;
8436991000;HS10;Autres - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8436992000;HS10;Autres - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8436999000;HS10;Autres - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
8437;RANGEE 37;"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery";;;;;;
843710;HS6;Machines pour le nettoyage;Machines;;;;;
8437101000;HS10;Machines pour le nettoyage - Type 1;Machines - Type 1;Équipement;0.0;16.0;=;16.0
8437102000;HS10;Machines pour le nettoyage - Type 2;Machines - Type 2;Équipement;0.0;16.0;=;16.0
8437109000;HS10;Machines pour le nettoyage - Autre;Machines - Other;Équipement;0.0;16.0;=;16.0
843780;HS6;Autres machines et appareils;Machinery;;;;;
8437801000;HS10;Autres machines et appareils - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8437802000;HS10;Autres machines et appareils - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8437809000;HS10;Autres machines et appareils - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
843790;HS6;Parties;Machines;;;;;
8437901000;HS10;Parties - Type 1;Machines - Type 1;Équipement;0.0;16.0;=;16.0
8437902000;HS10;Parties - Type 2;Machines - Type 2;Équipement;0.0;16.0;=;16.0
8437909000;HS10;Parties - Autre;Machines - Other;Équipement;0.0;16.0;=;16.0
8438;RANGEE 38;"Machinery n.e.c. in this chapter, for the industrial preparation or manufacture of food or drink; other than machinery for extraction or preparation of animal or fixed vegetable or microbial fats or oils";;;;;;
843810;HS6;Machines et appareils pour la boulangerie;Machinery;;;;;
8438101000;HS10;Machines et appareils pour la boulangerie - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8438102000;HS10;Machines et appareils pour la boulangerie - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8438109000;HS10;Machines et appareils pour la boulangerie - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
843820;HS6;Machines et appareils pour la confiserie ou pour la fabrication du cacao ou du chocolat;Machinery;;;;;
8438201000;HS10;Machines et appareils pour la confiserie ou pour la fabrication du cacao ou du chocolat - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8438202000;HS10;Machines et appareils pour la confiserie ou pour la fabrication du cacao ou du chocolat - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8438209000;HS10;Machines et appareils pour la confiserie ou pour la fabrication du cacao ou du chocolat - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
843830;HS6;Machines et appareils pour la sucrerie;Machinery;;;;;
8438301000;HS10;Machines et appareils pour la sucrerie - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8438302000;HS10;Machines et appareils pour la sucrerie - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8438309000;HS10;Machines et appareils pour la sucrerie - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
843840;HS6;Machines et appareils pour la brasserie;Machinery;;;;;
8438401000;HS10;Machines et appareils pour la brasserie - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8438402000;HS10;Machines et appareils pour la brasserie - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8438409000;HS10;Machines et appareils pour la brasserie - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
843850;HS6;Machines et appareils pour le travail des viandes;Machinery;;;;;
8438501000;HS10;Machines et appareils pour le travail des viandes - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8438502000;HS10;Machines et appareils pour le travail des viandes - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8438509000;HS10;Machines et appareils pour le travail des viandes - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
843860;HS6;Machines et appareils pour la préparation des fruits ou des légumes;Machinery;;;;;
8438601000;HS10;Machines et appareils pour la préparation des fruits ou des légumes - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8438602000;HS10;Machines et appareils pour la préparation des fruits ou des légumes - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8438609000;HS10;Machines et appareils pour la préparation des fruits ou des légumes - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
843880;HS6;Autres machines et appareils;Machinery;;;;;
8438801000;HS10;Autres machines et appareils - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8438802000;HS10;Autres machines et appareils - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8438809000;HS10;Autres machines et appareils - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
843890;HS6;Parties;Machinery;;;;;
8438901000;HS10;Parties - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8438902000;HS10;Parties - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8438909000;HS10;Parties - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
8439;RANGEE 39;"Machinery; for making pulp of fibrous cellulosic material, or for making or finishing paper or paperboard";;;;;;
843910;HS6;Machines et appareils pour la fabrication de la pâte de matières fibreuses cellulosique;Machinery;;;;;
8439101000;HS10;Machines et appareils pour la fabrication de la pâte de matières fibreuses cellulosique - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8439102000;HS10;Machines et appareils pour la fabrication de la pâte de matières fibreuses cellulosique - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8439109000;HS10;Machines et appareils pour la fabrication de la pâte de matières fibreuses cellulosique - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
843920;HS6;Machines et appareils pour la fabrication du papier ou du carton;Machinery;;;;;
8439201000;HS10;Machines et appareils pour la fabrication du papier ou du carton - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8439202000;HS10;Machines et appareils pour la fabrication du papier ou du carton - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8439209000;HS10;Machines et appareils pour la fabrication du papier ou du carton - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
843930;HS6;Machines et appareils pour le finissage du papier ou du carton;Machinery;;;;;
8439301000;HS10;Machines et appareils pour le finissage du papier ou du carton - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8439302000;HS10;Machines et appareils pour le finissage du papier ou du carton - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8439309000;HS10;Machines et appareils pour le finissage du papier ou du carton - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
843991;HS6;De machines et appareils pour la fabrication de la pâte de matières fibreuses cellulosiques;Machinery;;;;;
8439911000;HS10;De machines et appareils pour la fabrication de la pâte de matières fibreuses cellulosiques - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8439912000;HS10;De machines et appareils pour la fabrication de la pâte de matières fibreuses cellulosiques - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8439919000;HS10;De machines et appareils pour la fabrication de la pâte de matières fibreuses cellulosiques - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
843999;HS6;Autres;Machinery;;;;;
8439991000;HS10;Autres - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8439992000;HS10;Autres - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8439999000;HS10;Autres - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
8440;RANGEE 40;"Book-binding machinery; including book-sewing machines";;;;;;
844010;HS6;Machines et appareils;Book-binding machinery;;;;;
8440101000;HS10;Machines et appareils - Type 1;Book-binding machinery - Type 1;Équipement;0.0;16.0;=;16.0
8440102000;HS10;Machines et appareils - Type 2;Book-binding machinery - Type 2;Équipement;0.0;16.0;=;16.0
8440109000;HS10;Machines et appareils - Autre;Book-binding machinery - Other;Équipement;0.0;16.0;=;16.0
844090;HS6;Parties;Book-binding machinery;;;;;
8440901000;HS10;Parties - Type 1;Book-binding machinery - Type 1;Équipement;0.0;16.0;=;16.0
8440902000;HS10;Parties - Type 2;Book-binding machinery - Type 2;Équipement;0.0;16.0;=;16.0
8440909000;HS10;Parties - Autre;Book-binding machinery - Other;Équipement;0.0;16.0;=;16.0
8441;RANGEE 41;"Machines; for making up paper pulp, paper or paperboard, including cutting machines of all kinds";;;;;;
844110;HS6;Coupeuses;Machines;;;;;
8441101000;HS10;Coupeuses - Type 1;Machines - Type 1;Équipement;0.0;16.0;=;16.0
8441102000;HS10;Coupeuses - Type 2;Machines - Type 2;Équipement;0.0;16.0;=;16.0
8441109000;HS10;Coupeuses - Autre;Machines - Other;Équipement;0.0;16.0;=;16.0
844120;HS6;Machines pour la fabrication des sacs;Machines;;;;;
8441201000;HS10;Machines pour la fabrication des sacs - Type 1;Machines - Type 1;Équipement;0.0;16.0;=;16.0
8441202000;HS10;Machines pour la fabrication des sacs - Type 2;Machines - Type 2;Équipement;0.0;16.0;=;16.0
8441209000;HS10;Machines pour la fabrication des sacs - Autre;Machines - Other;Équipement;0.0;16.0;=;16.0
844130;HS6;Machines pour la fabrication des boîtes;Machines;;;;;
8441301000;HS10;Machines pour la fabrication des boîtes - Type 1;Machines - Type 1;Équipement;0.0;16.0;=;16.0
8441302000;HS10;Machines pour la fabrication des boîtes - Type 2;Machines - Type 2;Équipement;0.0;16.0;=;16.0
8441309000;HS10;Machines pour la fabrication des boîtes - Autre;Machines - Other;Équipement;0.0;16.0;=;16.0
844140;HS6;Machines à mouler les articles en pâte à papier;Machines;;;;;
8441401000;HS10;Machines à mouler les articles en pâte à papier - Type 1;Machines - Type 1;Équipement;0.0;16.0;=;16.0
8441402000;HS10;Machines à mouler les articles en pâte à papier - Type 2;Machines - Type 2;Équipement;0.0;16.0;=;16.0
8441409000;HS10;Machines à mouler les articles en pâte à papier - Autre;Machines - Other;Équipement;0.0;16.0;=;16.0
844180;HS6;Autres machines et appareils;Machinery;;;;;
8441801000;HS10;Autres machines et appareils - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8441802000;HS10;Autres machines et appareils - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8441809000;HS10;Autres machines et appareils - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
844190;HS6;Parties;Machinery;;;;;
8441901000;HS10;Parties - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8441902000;HS10;Parties - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8441909000;HS10;Parties - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
8442;RANGEE 42;"Machinery, apparatus and equipment (excluding machines of headings 8456 to 8465) for preparing or making printing components; plates, cylinders and other printing components; lithographic stones prepared for printing purposes";;;;;;
844230;HS6;Machines;Machinery;;;;;
8442301000;HS10;Machines - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8442302000;HS10;Machines - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8442309000;HS10;Machines - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
844240;HS6;Parties de ces machines;Machinery;;;;;
8442401000;HS10;Parties de ces machines - Type 1;Machinery - Type 1;Équipement;0.0;16.0;=;16.0
8442402000;HS10;Parties de ces machines - Type 2;Machinery - Type 2;Équipement;0.0;16.0;=;16.0
8442409000;HS10;Parties de ces machines - Autre;Machinery - Other;Équipement;0.0;16.0;=;16.0
844250;HS6;Clichés;pierres lithographiques;;;;;
8442501000;HS10;Clichés - Type 1;pierres lithographiques - Type 1;Équipement;0.0;16.0;=;16.0
8442502000;HS10;Clichés - Type 2;pierres lithographiques - Type 2;Équipement;0.0;16.0;=;16.0
8442509000;HS10;Clichés - Autre;pierres lithographiques - Other;Équipement;0.0;16.0;=;16.0
8443;RANGEE 43;"Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof";;;;;;
844311;HS6;Machines et appareils à imprimer offset;Printing machinery;;;;;
8443111000;HS10;Machines et appareils à imprimer offset - Type 1;Printing machinery - Type 1;Équipement;0.0;16.0;=;16.0
8443112000;HS10;Machines et appareils à imprimer offset - Type 2;Printing machinery - Type 2;Équipement;0.0;16.0;=;16.0
8443119000;HS10;Machines et appareils à imprimer offset - Autre;Printing machinery - Other;Équipement;0.0;16.0;=;16.0
844312;HS6;Machines et appareils à imprimer offset de bureau;Printing machinery;;;;;
8443121000;HS10;Machines et appareils à imprimer offset de bureau - Type 1;Printing machinery - Type 1;Équipement;0.0;16.0;=;16.0
8443122000;HS10;Machines et appareils à imprimer offset de bureau - Type 2;Printing machinery - Type 2;Équipement;0.0;16.0;=;16.0
8443129000;HS10;Machines et appareils à imprimer offset de bureau - Autre;Printing machinery - Other;Équipement;0.0;16.0;=;16.0
844313;HS6;Autres machines et appareils à imprimer offset;Printing machinery;;;;;
8443131000;HS10;Autres machines et appareils à imprimer offset - Type 1;Printing machinery - Type 1;Équipement;0.0;16.0;=;16.0
8443132000;HS10;Autres machines et appareils à imprimer offset - Type 2;Printing machinery - Type 2;Équipement;0.0;16.0;=;16.0
8443139000;HS10;Autres machines et appareils à imprimer offset - Autre;Printing machinery - Other;Équipement;0.0;16.0;=;16.0
844314;HS6;Machines et appareils à imprimer;Printing machinery;;;;;
8443141000;HS10;Machines et appareils à imprimer - Type 1;Printing machinery - Type 1;Équipement;0.0;16.0;=;16.0
8443142000;HS10;Machines et appareils à imprimer - Type 2;Printing machinery - Type 2;Équipement;0.0;16.0;=;16.0
8443149000;HS10;Machines et appareils à imprimer - Autre;Printing machinery - Other;Équipement;0.0;16.0;=;16.0
844315;HS6;Machines et appareils à imprimer;Printing machinery;;;;;
8443151000;HS10;Machines et appareils à imprimer - Type 1;Printing machinery - Type 1;Équipement;0.0;16.0;=;16.0
8443152000;HS10;Machines et appareils à imprimer - Type 2;Printing machinery - Type 2;Équipement;0.0;16.0;=;16.0
8443159000;HS10;Machines et appareils à imprimer - Autre;Printing machinery - Other;Équipement;0.0;16.0;=;16.0
844316;HS6;Machines et appareils à imprimer;Printing machinery;;;;;
8443161000;HS10;Machines et appareils à imprimer - Type 1;Printing machinery - Type 1;Équipement;0.0;16.0;=;16.0
8443162000;HS10;Machines et appareils à imprimer - Type 2;Printing machinery - Type 2;Équipement;0.0;16.0;=;16.0
8443169000;HS10;Machines et appareils à imprimer - Autre;Printing machinery - Other;Équipement;0.0;16.0;=;16.0
844317;HS6;Machines et appareils à imprimer;Printing machinery;;;;;
8443171000;HS10;Machines et appareils à imprimer - Type 1;Printing machinery - Type 1;Équipement;0.0;16.0;=;16.0
8443172000;HS10;Machines et appareils à imprimer - Type 2;Printing machinery - Type 2;Équipement;0.0;16.0;=;16.0
8443179000;HS10;Machines et appareils à imprimer - Autre;Printing machinery - Other;Équipement;0.0;16.0;=;16.0
844319;HS6;Autres;Printing machinery;;;;;
8443191000;HS10;Autres - Type 1;Printing machinery - Type 1;Équipement;0.0;16.0;=;16.0
8443192000;HS10;Autres - Type 2;Printing machinery - Type 2;Équipement;0.0;16.0;=;16.0
8443199000;HS10;Autres - Autre;Printing machinery - Other;Équipement;0.0;16.0;=;16.0
844331;HS6;Machines qui assurent au moins deux des fonctions suivantes : impression;Printing;;;;;
8443311000;HS10;Machines qui assurent au moins deux des fonctions suivantes : impression - Type 1;Printing - Type 1;Équipement;0.0;16.0;=;16.0
8443312000;HS10;Machines qui assurent au moins deux des fonctions suivantes : impression - Type 2;Printing - Type 2;Équipement;0.0;16.0;=;16.0
8443319000;HS10;Machines qui assurent au moins deux des fonctions suivantes : impression - Autre;Printing - Other;Équipement;0.0;16.0;=;16.0
844332;HS6;Autres;Printing;;;;;
8443321000;HS10;Autres - Type 1;Printing - Type 1;Équipement;0.0;16.0;=;16.0
8443322000;HS10;Autres - Type 2;Printing - Type 2;Équipement;0.0;16.0;=;16.0
8443329000;HS10;Autres - Autre;Printing - Other;Équipement;0.0;16.0;=;16.0
844339;HS6;Autres;Printing;;;;;
8443391000;HS10;Autres - Type 1;Printing - Type 1;Équipement;0.0;16.0;=;16.0
8443392000;HS10;Autres - Type 2;Printing - Type 2;Équipement;0.0;16.0;=;16.0
8443399000;HS10;Autres - Autre;Printing - Other;Équipement;0.0;16.0;=;16.0
844391;HS6;Parties et accessoires de machines et appareils servant à l'impression au moyen de planches;Printing machinery used for printing by means of plates;;;;;
8443911000;HS10;Parties et accessoires de machines et appareils servant à l'impression au moyen de planches - Type 1;Printing machinery used for printing by means of plates - Type 1;Équipement;0.0;16.0;=;16.0
8443912000;HS10;Parties et accessoires de machines et appareils servant à l'impression au moyen de planches - Type 2;Printing machinery used for printing by means of plates - Type 2;Équipement;0.0;16.0;=;16.0
8443919000;HS10;Parties et accessoires de machines et appareils servant à l'impression au moyen de planches - Autre;Printing machinery used for printing by means of plates - Other;Équipement;0.0;16.0;=;16.0
844399;HS6;Autres;Printing machinery;;;;;
8443991000;HS10;Autres - Type 1;Printing machinery - Type 1;Équipement;0.0;16.0;=;16.0
8443992000;HS10;Autres - Type 2;Printing machinery - Type 2;Équipement;0.0;16.0;=;16.0
8443999000;HS10;Autres - Autre;Printing machinery - Other;Équipement;0.0;16.0;=;16.0
8444;RANGEE 44;"Textile machinery; for extruding, drawing, texturing or cutting man-made textile materials";;;;;;
844400;HS6;Machines pour le filage (extrusion);Textile machinery;;;;;
8444001000;HS10;Machines pour le filage (extrusion) - Type 1;Textile machinery - Type 1;Équipement;0.0;16.0;=;16.0
8444002000;HS10;Machines pour le filage (extrusion) - Type 2;Textile machinery - Type 2;Équipement;0.0;16.0;=;16.0
8444009000;HS10;Machines pour le filage (extrusion) - Autre;Textile machinery - Other;Équipement;0.0;16.0;=;16.0
8445;RANGEE 45;"Textile machinery; spinning, doubling, twisting machines, textile reeling or winding machines and machines for preparing textile yarns for use on machines of heading no. 8446 and 8447";;;;;;
844511;HS6;Cardes;Textile machinery;;;;;
8445111000;HS10;Cardes - Type 1;Textile machinery - Type 1;Équipement;0.0;16.0;=;16.0
8445112000;HS10;Cardes - Type 2;Textile machinery - Type 2;Équipement;0.0;16.0;=;16.0
8445119000;HS10;Cardes - Autre;Textile machinery - Other;Équipement;0.0;16.0;=;16.0
844512;HS6;Peigneuses;Textile machinery;;;;;
8445121000;HS10;Peigneuses - Type 1;Textile machinery - Type 1;Équipement;0.0;16.0;=;16.0
8445122000;HS10;Peigneuses - Type 2;Textile machinery - Type 2;Équipement;0.0;16.0;=;16.0
8445129000;HS10;Peigneuses - Autre;Textile machinery - Other;Équipement;0.0;16.0;=;16.0
844513;HS6;Bancs à broches;Textile machinery;;;;;
8445131000;HS10;Bancs à broches - Type 1;Textile machinery - Type 1;Équipement;0.0;16.0;=;16.0
8445132000;HS10;Bancs à broches - Type 2;Textile machinery - Type 2;Équipement;0.0;16.0;=;16.0
8445139000;HS10;Bancs à broches - Autre;Textile machinery - Other;Équipement;0.0;16.0;=;16.0
844519;HS6;Autres;Textile machinery;;;;;
8445191000;HS10;Autres - Type 1;Textile machinery - Type 1;Équipement;0.0;16.0;=;16.0
8445192000;HS10;Autres - Type 2;Textile machinery - Type 2;Équipement;0.0;16.0;=;16.0
8445199000;HS10;Autres - Autre;Textile machinery - Other;Équipement;0.0;16.0;=;16.0
844520;HS6;Machines pour la filatures des matières textiles;Textile machinery;;;;;
8445201000;HS10;Machines pour la filatures des matières textiles - Type 1;Textile machinery - Type 1;Équipement;0.0;16.0;=;16.0
8445202000;HS10;Machines pour la filatures des matières textiles - Type 2;Textile machinery - Type 2;Équipement;0.0;16.0;=;16.0
8445209000;HS10;Machines pour la filatures des matières textiles - Autre;Textile machinery - Other;Équipement;0.0;16.0;=;16.0
844530;HS6;Machines pour le doublages ou le retordage des matières textiles;Textile machinery;;;;;
8445301000;HS10;Machines pour le doublages ou le retordage des matières textiles - Type 1;Textile machinery - Type 1;Équipement;0.0;16.0;=;16.0
8445302000;HS10;Machines pour le doublages ou le retordage des matières textiles - Type 2;Textile machinery - Type 2;Équipement;0.0;16.0;=;16.0
8445309000;HS10;Machines pour le doublages ou le retordage des matières textiles - Autre;Textile machinery - Other;Équipement;0.0;16.0;=;16.0
844540;HS6;Machines à bobiner (y compris les canetières) ou à dévider les matières textiles;Textile machinery;;;;;
8445401000;HS10;Machines à bobiner (y compris les canetières) ou à dévider les matières textiles - Type 1;Textile machinery - Type 1;Équipement;0.0;16.0;=;16.0
8445402000;HS10;Machines à bobiner (y compris les canetières) ou à dévider les matières textiles - Type 2;Textile machinery - Type 2;Équipement;0.0;16.0;=;16.0
8445409000;HS10;Machines à bobiner (y compris les canetières) ou à dévider les matières textiles - Autre;Textile machinery - Other;Équipement;0.0;16.0;=;16.0
844590;HS6;Autres;Textile machinery;;;;;
8445901000;HS10;Autres - Type 1;Textile machinery - Type 1;Équipement;0.0;16.0;=;16.0
8445902000;HS10;Autres - Type 2;Textile machinery - Type 2;Équipement;0.0;16.0;=;16.0
8445909000;HS10;Autres - Autre;Textile machinery - Other;Équipement;0.0;16.0;=;16.0
8446;RANGEE 46;Weaving machines (looms);;;;;;
844610;HS6;Pour tissus d'une largeur n'excédant pas 30 cm;Weaving machines (looms);;;;;
8446101000;HS10;Pour tissus d'une largeur n'excédant pas 30 cm - Type 1;Weaving machines (looms) - Type 1;Équipement;0.0;16.0;=;16.0
8446102000;HS10;Pour tissus d'une largeur n'excédant pas 30 cm - Type 2;Weaving machines (looms) - Type 2;Équipement;0.0;16.0;=;16.0
