Code;Niveau;Description_FR;Description_EN;Groupe_Utilisation;D.D_%;PRCT_%;T.C.S_%;T.V.A_%;D.A.P.S_%;Formalites;Total_%
7208399000;HS10;Produits laminés à chaud <3mm - Autre;Hot-rolled products <3mm - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
720840;HS6;Produits laminés à chaud avec motifs;Hot-rolled products with patterns;;;;;;;;
7208401000;HS10;Non enroules simplement laminés a chaud presentant des motifs en relief dune épaisseur inférieure a 2 mm;Non enroules simplement lamines a chaud presentant des motifs en relief dune epaisseur inferieure a 2 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7208402000;HS10;Non enroules simplement laminés a chaud presentant des motifs en relief dune épaisseur de 2 mm ou plus mais nexcedant pas 10 mm;Non enroules simplement lamines a chaud presentant des motifs en relief dune epaisseur de 2 mm ou plus mais nexcedant pas 10 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7208409000;HS10;Produits laminés à chaud avec motifs - Autre;Hot-rolled products with patterns - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
720851;HS6;Produits laminés à froid >3mm;Cold-rolled products >3mm;;;;;;;;
7208511000;HS10;Autres non enroules simplement laminés a chaud dune épaisseur excedant 10 mm dune épaisseur excedant 15 mm;Autres non enroules simplement lamines a chaud dune epaisseur excedant 10 mm dune epaisseur excedant 15 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7208512000;HS10;Produits laminés à froid >3mm;Cold-rolled products >3mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7208519000;HS10;Produits laminés à froid >3mm - Autre;Cold-rolled products >3mm - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
720852;HS6;Produits laminés à froid 1-3mm;Cold-rolled products 1-3mm;;;;;;;;
7208521000;HS10;Autres non enroules simplement laminés a chaud dune épaisseur de 475 mm ou plus mais nexcedant pas 10 mm laminés sur les quatre faces ou en cannelures fermees dune largeur nexcedant pas 1250 mm;Autres non enroules simplement lamines a chaud dune epaisseur de 475 mm ou plus mais nexcedant pas 10 mm lamines sur les quatre faces ou en cannelures fermees dune largeur nexcedant pas 1250 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7208522000;HS10;Produits laminés à froid 1-3mm;Cold-rolled products 1-3mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7208529000;HS10;Produits laminés à froid 1-3mm - Autre;Cold-rolled products 1-3mm - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
720853;HS6;Produits laminés à froid 0.5-1mm;Cold-rolled products 0.5-1mm;;;;;;;;
7208531000;HS10;Autres non enroules simplement laminés a chaud dune épaisseur de 3 mm ou plus mais inférieure a 475 mm laminés sur les quatre faces ou en cannelures fermees dune largeur nexcedant pas 1250 mm et dune épaisseur de 4 mm ou plus;Autres non enroules simplement lamines a chaud dune epaisseur de 3 mm ou plus mais inferieure a 475 mm lamines sur les quatre faces ou en cannelures fermees dune largeur nexcedant pas 1250 mm et dune epaisseur de 4 mm ou plus;Métallurgie;15.0;2.0;;19.0;;=;36.0
7208532000;HS10;Produits laminés à froid 0.5-1mm;Cold-rolled products 0.5-1mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7208539000;HS10;Produits laminés à froid 0.5-1mm - Autre;Cold-rolled products 0.5-1mm - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
720854;HS6;Produits laminés à froid <0.5mm;Cold-rolled products <0.5mm;;;;;;;;
7208541000;HS10;Autres non enroules simplement laminés a chaud dune épaisseur inférieure a 3 mm dune largeur de 600 mm ou plus mais nexcedant pas 1525 mm;Autres non enroules simplement lamines a chaud dune epaisseur inferieure a 3 mm dune largeur de 600 mm ou plus mais nexcedant pas 1525 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7208542000;HS10;Autres non enroules simplement laminés a chaud dune épaisseur inférieure a 3 mm dune largeur excedant 1525 mm mais nexcedant pas 1830 mm;Autres non enroules simplement lamines a chaud dune epaisseur inferieure a 3 mm dune largeur excedant 1525 mm mais nexcedant pas 1830 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7208549000;HS10;Produits laminés à froid <0.5mm - Autre;Cold-rolled products <0.5mm - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
720890;HS6;Autres produits laminés plats;Other flat-rolled products;;;;;;;;
7208901000;HS10;Autres perfores;Autres perfores;Métallurgie;15.0;2.0;;19.0;;=;36.0
7208902000;HS10;Autres produits laminés plats;Other flat-rolled products;Métallurgie;15.0;2.0;;19.0;;=;36.0
7208909000;HS10;Autres produits laminés plats - Autre;Other flat-rolled products - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
7209;RANGEE 09;"Iron or non-alloy steel; flat-rolled products, width 600mm or more, cold-rolled (cold-reduced), not clad, plated or coated";;;;;;;;;
720915;HS6;Produits laminés plats en fer laminés à froid >600mm épaisseur ≥3mm;Cold-rolled flat products >600mm thickness ≥3mm;;;;;;;;
7209151000;HS10;Enroules simplement laminés a froid dune épaisseur de 3 mm ou plus dune largeur de 600 mm ou plus mais nexcedant pas 1525 mm;Enroules simplement lamines a froid dune epaisseur de 3 mm ou plus dune largeur de 600 mm ou plus mais nexcedant pas 1525 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7209152000;HS10;Produits laminés plats non revêtus enroulés laminés à froid largeur 600 mm épaisseur 3 mm largeur 1525 mm;Produits laminés plats non revêtus enroulés laminés à froid largeur 600 mm épaisseur 3 mm largeur 1525 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7209159000;HS10;Produits laminés plats en fer laminés à froid >600mm épaisseur ≥3mm - Autre;Cold-rolled flat products >600mm thickness ≥3mm - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
720916;HS6;D'une épaisseur excédant 1 mm mais inférieur à 3 mm;Iron or non-alloy steel;;;;;;;;
7209161000;HS10;Produits laminés plats non revêtus enroulés laminés à froid 600 largeur 1525 mm 1 épaisseur 3 mm;Produits laminés plats non revêtus enroulés laminés à froid 600 largeur 1525 mm 1 épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7209162000;HS10;Produits laminés plats non revêtus enroulés laminés à froid 1525 largeur 2030 mm 1 épaisseur 3 mm;Produits laminés plats non revêtus enroulés laminés à froid 1525 largeur 2030 mm 1 épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7209169000;HS10;D'une épaisseur excédant 1 mm mais inférieur à 3 mm - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
720917;HS6;D'une épaisseur de 0;Iron or non-alloy steel;;;;;;;;
7209171000;HS10;Produits laminés plats non revêtus enroulés laminés à froid 600 largeur 1525 mm 05 épaisseur 1 mm;Produits laminés plats non revêtus enroulés laminés à froid 600 largeur 1525 mm 05 épaisseur 1 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7209172000;HS10;Produits laminés plats non revêtus enroulés laminés à froid 1525 largeur 2030 mm 05 épaisseur 1 mm;Produits laminés plats non revêtus enroulés laminés à froid 1525 largeur 2030 mm 05 épaisseur 1 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7209179000;HS10;D'une épaisseur de 0 - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
720918;HS6;D'une épaisseur inférieur à 0;Iron or non-alloy steel;;;;;;;;
7209181000;HS10;Produits laminés plats non revêtus enroulés laminés à froid 600 largeur 1525 mm épaisseur 05 mm;Produits laminés plats non revêtus enroulés laminés à froid 600 largeur 1525 mm épaisseur 05 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7209182000;HS10;Produits laminés plats non revêtus enroulés laminés à froid 1525 largeur 2030 mm épaisseur 05 mm;Produits laminés plats non revêtus enroulés laminés à froid 1525 largeur 2030 mm épaisseur 05 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7209189000;HS10;D'une épaisseur inférieur à 0 - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
720925;HS6;D'une épaisseur de 3 mm ou plus;Iron or non-alloy steel;;;;;;;;
7209251000;HS10;Produits laminés plats non revêtus non enroulés laminés à froid 600 largeur 1525 mm épaisseur 3 mm;Produits laminés plats non revêtus non enroulés laminés à froid 600 largeur 1525 mm épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7209252000;HS10;Produits laminés plats non revêtus non enroulés laminés à froid 1525 largeur 2030 mm épaisseur 3 mm;Produits laminés plats non revêtus non enroulés laminés à froid 1525 largeur 2030 mm épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7209259000;HS10;D'une épaisseur de 3 mm ou plus - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
720926;HS6;D'une épaisseur excédant 1 mm mais inférieure à 3 mm;Iron or non-alloy steel;;;;;;;;
7209261000;HS10;Produits laminés plats non revêtus non enroulés laminés à froid 600 largeur 1525 mm 1 épaisseur 3 mm;Produits laminés plats non revêtus non enroulés laminés à froid 600 largeur 1525 mm 1 épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7209262000;HS10;Produits laminés plats non revêtus non enroulés laminés à froid 1525 largeur 2030 mm 1 épaisseur 3 mm;Produits laminés plats non revêtus non enroulés laminés à froid 1525 largeur 2030 mm 1 épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7209269000;HS10;D'une épaisseur excédant 1 mm mais inférieure à 3 mm - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
720927;HS6;D'une épaisseur de 0;Iron or non-alloy steel;;;;;;;;
7209271000;HS10;Produits laminés plats non revêtus non enroulés laminés à froid 600 largeur 1525 mm 05 épaisseur 1 mm;Produits laminés plats non revêtus non enroulés laminés à froid 600 largeur 1525 mm 05 épaisseur 1 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7209272000;HS10;Produits laminés plats non revêtus non enroulés laminés à froid 1525 largeur 2030 mm 05 épaisseur 1 mm;Produits laminés plats non revêtus non enroulés laminés à froid 1525 largeur 2030 mm 05 épaisseur 1 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7209279000;HS10;D'une épaisseur de 0 - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
720928;HS6;D'une épaisseur inférieure à 0;Iron or non-alloy steel;;;;;;;;
7209281000;HS10;Produits laminés plats non revêtus non enroulés laminés à froid 600 largeur 1525 mm épaisseur 05 mm;Produits laminés plats non revêtus non enroulés laminés à froid 600 largeur 1525 mm épaisseur 05 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7209282000;HS10;Produits laminés plats non revêtus non enroulés laminés à froid 1525 largeur 2030 mm épaisseur 05 mm;Produits laminés plats non revêtus non enroulés laminés à froid 1525 largeur 2030 mm épaisseur 05 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7209289000;HS10;D'une épaisseur inférieure à 0 - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
720990;HS6;Autres;Iron or non-alloy steel;;;;;;;;
7209901000;HS10;Produits laminés plats non revêtus laminés à froid largeur 600 mm perforés;Produits laminés plats non revêtus laminés à froid largeur 600 mm perforés;Métallurgie;15.0;2.0;;19.0;;=;36.0
7209902000;HS10;Autres;Iron or non-alloy steel;Métallurgie;15.0;2.0;;19.0;;=;36.0
7209909000;HS10;Autres - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210;RANGEE 10;"Iron or non-alloy steel; flat-rolled products, width 600mm or more, clad, plated or coated";;;;;;;;;
721011;HS6;Produits plats étamés ≥600mm;Tinplate flat products ≥600mm;;;;;;;;
7210111000;HS10;Produits plats étamés ≥600mm;Tinplate flat products ≥600mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210112000;HS10;Produits plats étamés ≥600mm;Tinplate flat products ≥600mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210119000;HS10;Produits plats étamés ≥600mm - Autre;Tinplate flat products ≥600mm - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721012;HS6;D'une épaisseur inférieure à 0;Iron or non-alloy steel;;;;;;;;
7210121000;HS10;Produits laminés plats étamés largeur 600 mm épaisseur 05 mm fer blanc;Produits laminés plats étamés largeur 600 mm épaisseur 05 mm fer blanc;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210122000;HS10;D'une épaisseur inférieure à 0;Iron or non-alloy steel;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210129000;HS10;D'une épaisseur inférieure à 0 - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721020;HS6;Plombés;Iron or non-alloy steel;;;;;;;;
7210201000;HS10;Produits laminés plats plombés largeur 600 mm épaisseur 3 mm;Produits laminés plats plombés largeur 600 mm épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210202000;HS10;Produits laminés plats plombés largeur 600 mm épaisseur 3 mm;Produits laminés plats plombés largeur 600 mm épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210209000;HS10;Plombés - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721030;HS6;Zingués électrolytiquement;Iron or non-alloy steel;;;;;;;;
7210301000;HS10;Produits laminés plats zingués électrolytiquement largeur 600 mm épaisseur 3 mm;Produits laminés plats zingués électrolytiquement largeur 600 mm épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210302000;HS10;Produits laminés plats zingués électrolytiquement largeur 600 mm épaisseur 3 mm;Produits laminés plats zingués électrolytiquement largeur 600 mm épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210309000;HS10;Zingués électrolytiquement - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721041;HS6;Produits plats galvanisés ondulés;Corrugated galvanized flat products;;;;;;;;
7210411000;HS10;Produits laminés plats autrement zingués ondulés largeur 600 mm épaisseur 3 mm;Produits laminés plats autrement zingués ondulés largeur 600 mm épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210412000;HS10;Produits laminés plats autrement zingués ondulés largeur 600 mm épaisseur 3 mm;Produits laminés plats autrement zingués ondulés largeur 600 mm épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210419000;HS10;Produits plats galvanisés ondulés - Autre;Corrugated galvanized flat products - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721049;HS6;Autres produits plats galvanisés;Other galvanized flat products;;;;;;;;
7210491000;HS10;Produits laminés plats autrement zingués autres largeur 600 mm épaisseur 3 mm;Produits laminés plats autrement zingués autres largeur 600 mm épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210492000;HS10;Produits laminés plats autrement zingués autres largeur 600 mm épaisseur 3 mm;Produits laminés plats autrement zingués autres largeur 600 mm épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210499000;HS10;Autres produits plats galvanisés - Autre;Other galvanized flat products - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721050;HS6;Revêtus d'oxydes de chrome ou de chrome et oxydes de chrome;Iron or non-alloy steel;;;;;;;;
7210501000;HS10;Produits laminés plats revêtus de chromeoxydes de chrome largeur 600 mm épaisseur 3 mm;Produits laminés plats revêtus de chromeoxydes de chrome largeur 600 mm épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210502000;HS10;Produits laminés plats revêtus de chromeoxydes de chrome largeur 600 mm épaisseur 3 mm;Produits laminés plats revêtus de chromeoxydes de chrome largeur 600 mm épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210509000;HS10;Revêtus d'oxydes de chrome ou de chrome et oxydes de chrome - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721061;HS6;Revêtus d'alliages d'aluminium et de zinc;Iron or non-alloy steel;;;;;;;;
7210611000;HS10;Produits laminés plats revêtus dalliages aluminium zinc largeur 600 mm épaisseur 3 mm;Produits laminés plats revêtus dalliages aluminium zinc largeur 600 mm épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210612000;HS10;Produits laminés plats revêtus dalliages aluminium zinc largeur 600 mm épaisseur 3 mm;Produits laminés plats revêtus dalliages aluminium zinc largeur 600 mm épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210619000;HS10;Revêtus d'alliages d'aluminium et de zinc - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721069;HS6;Autres;Iron or non-alloy steel;;;;;;;;
7210691000;HS10;Produits laminés plats revêtus daluminium largeur 600 mm épaisseur 3 mm autres;Produits laminés plats revêtus daluminium largeur 600 mm épaisseur 3 mm autres;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210692000;HS10;Produits laminés plats revêtus daluminium largeur 600 mm épaisseur 3 mm autres;Produits laminés plats revêtus daluminium largeur 600 mm épaisseur 3 mm autres;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210699000;HS10;Autres - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721070;HS6;Produits plats peints ou plastifiés;Painted or plastic-coated flat products;;;;;;;;
7210701000;HS10;Produits plats peints ou plastifiés;Painted or plastic-coated flat products;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210702000;HS10;Produits plats peints ou plastifiés;Painted or plastic-coated flat products;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210709000;HS10;Produits plats peints ou plastifiés - Autre;Painted or plastic-coated flat products - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721090;HS6;Autres;Iron or non-alloy steel;;;;;;;;
7210901000;HS10;Autres;Iron or non-alloy steel;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210902000;HS10;Autres;Iron or non-alloy steel;Métallurgie;15.0;2.0;;19.0;;=;36.0
7210909000;HS10;Autres - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
7211;RANGEE 11;"Iron or non-alloy steel; flat-rolled products, width less than 600mm, not clad, plated or coated";;;;;;;;;
721113;HS6;Laminés sur les quatres faces ou en cannelures fermées;Iron or non-alloy steel;;;;;;;;
7211131000;HS10;Produits laminés plats non revêtus laminés à chaud largeur 600 mm 5 épaisseur 75 mm;Produits laminés plats non revêtus laminés à chaud largeur 600 mm 5 épaisseur 75 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7211132000;HS10;Laminés sur les quatres faces ou en cannelures fermées;Iron or non-alloy steel;Métallurgie;15.0;2.0;;19.0;;=;36.0
7211139000;HS10;Laminés sur les quatres faces ou en cannelures fermées - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721114;HS6;Autres;Iron or non-alloy steel;;;;;;;;
7211141000;HS10;Produits laminés plats non revêtus laminés à chaud épaisseur 475 mm non enroulés largeur 600 mm;Produits laminés plats non revêtus laminés à chaud épaisseur 475 mm non enroulés largeur 600 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7211142000;HS10;Autres;Iron or non-alloy steel;Métallurgie;15.0;2.0;;19.0;;=;36.0
7211149000;HS10;Autres - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721119;HS6;Autres;Iron or non-alloy steel;;;;;;;;
7211191000;HS10;Produits laminés plats non revêtus laminés à chaud autres non enroulés largeur 600 mm épaisseur 475 mm;Produits laminés plats non revêtus laminés à chaud autres non enroulés largeur 600 mm épaisseur 475 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7211192000;HS10;Autres;Iron or non-alloy steel;Métallurgie;15.0;2.0;;19.0;;=;36.0
7211199000;HS10;Autres - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721123;HS6;Contenant en poids moins de 0;Iron or non-alloy steel;;;;;;;;
7211231000;HS10;Produits laminés plats non revêtus laminés à froid magnétiques largeur 600 mm c 025;Produits laminés plats non revêtus laminés à froid magnétiques largeur 600 mm c 025;Métallurgie;15.0;2.0;;19.0;;=;36.0
7211232000;HS10;Contenant en poids moins de 0;Iron or non-alloy steel;Métallurgie;15.0;2.0;;19.0;;=;36.0
7211239000;HS10;Contenant en poids moins de 0 - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721129;HS6;Autres;Iron or non-alloy steel;;;;;;;;
7211291000;HS10;Autres;Iron or non-alloy steel;Métallurgie;15.0;2.0;;19.0;;=;36.0
7211292000;HS10;Autres;Iron or non-alloy steel;Métallurgie;15.0;2.0;;19.0;;=;36.0
7211299000;HS10;Autres - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721190;HS6;Autres;Iron or non-alloy steel;;;;;;;;
7211901000;HS10;Produits laminés plats non revêtus largeur 600 mm perforés;Produits laminés plats non revêtus largeur 600 mm perforés;Métallurgie;15.0;2.0;;19.0;;=;36.0
7211902000;HS10;Autres;Iron or non-alloy steel;Métallurgie;15.0;2.0;;19.0;;=;36.0
7211909000;HS10;Autres - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
7212;RANGEE 12;"Iron or non-alloy steel; flat-rolled products, width less than 600mm, clad, plated or coated";;;;;;;;;
721210;HS6;Etamés;Iron or non-alloy steel;;;;;;;;
7212101000;HS10;Produits laminés plats étamés largeur 600 mm fer blanc traité en surface;Produits laminés plats étamés largeur 600 mm fer blanc traité en surface;Métallurgie;15.0;2.0;;19.0;;=;36.0
7212102000;HS10;Etamés;Iron or non-alloy steel;Métallurgie;15.0;2.0;;19.0;;=;36.0
7212109000;HS10;Etamés - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721220;HS6;Zingués électrolytiquement;Iron or non-alloy steel;;;;;;;;
7212201000;HS10;Produits laminés plats zingués électrolytiquement largeur 600 mm épaisseur 3 mm;Produits laminés plats zingués électrolytiquement largeur 600 mm épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7212202000;HS10;Produits laminés plats zingués électrolytiquement largeur 600 mm épaisseur 3 mm;Produits laminés plats zingués électrolytiquement largeur 600 mm épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7212209000;HS10;Zingués électrolytiquement - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721230;HS6;Autrement zingués;Iron or non-alloy steel;;;;;;;;
7212301000;HS10;Produits laminés plats autrement zingués largeur 600 mm épaisseur 3 mm;Produits laminés plats autrement zingués largeur 600 mm épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7212302000;HS10;Produits laminés plats autrement zingués largeur 600 mm épaisseur 3 mm;Produits laminés plats autrement zingués largeur 600 mm épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7212309000;HS10;Autrement zingués - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721240;HS6;Peints;Iron or non-alloy steel;;;;;;;;
7212401000;HS10;Peints;Iron or non-alloy steel;Métallurgie;15.0;2.0;;19.0;;=;36.0
7212402000;HS10;Peints;Iron or non-alloy steel;Métallurgie;15.0;2.0;;19.0;;=;36.0
7212409000;HS10;Peints - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721250;HS6;Autrement revêtus;Iron or non-alloy steel;;;;;;;;
7212501000;HS10;Autrement revêtus;Iron or non-alloy steel;Métallurgie;15.0;2.0;;19.0;;=;36.0
7212502000;HS10;Autrement revêtus;Iron or non-alloy steel;Métallurgie;15.0;2.0;;19.0;;=;36.0
7212509000;HS10;Autrement revêtus - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721260;HS6;Plaqués;Iron or non-alloy steel;;;;;;;;
7212601000;HS10;Produits laminés plats plaqués largeur 600 mm épaisseur 3 mm;Produits laminés plats plaqués largeur 600 mm épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7212602000;HS10;Produits laminés plats plaqués largeur 600 mm épaisseur 3 mm;Produits laminés plats plaqués largeur 600 mm épaisseur 3 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7212609000;HS10;Plaqués - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
7213;RANGEE 13;"Iron or non-alloy steel; bars and rods, hot-rolled, in irregularly wound coils";;;;;;;;;
721310;HS6;Fil machine en fer avec crénelures;Ribbed iron wire rod;;;;;;;;
7213101000;HS10;Fil machine en fer avec crénelures;Ribbed iron wire rod;Métallurgie;15.0;2.0;;19.0;;=;36.0
7213102000;HS10;Fil machine en fer avec crénelures;Ribbed iron wire rod;Métallurgie;15.0;2.0;;19.0;;=;36.0
7213109000;HS10;Fil machine en fer avec crénelures - Autre;Ribbed iron wire rod - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721320;HS6;Autres;Iron or non-alloy steel;;;;;;;;
7213201000;HS10;Fil machine en acier de décolletage diamètre 14 mm;Fil machine en acier de décolletage diamètre 14 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7213202000;HS10;Fil machine en acier de décolletage diamètre 14 mm;Fil machine en acier de décolletage diamètre 14 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7213209000;HS10;Autres - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721391;HS6;Fil machine en fer <6mm;Iron wire rod <6mm;;;;;;;;
7213911000;HS10;Fil machine pour armature de béton diamètre 14 mm;Fil machine pour armature de béton diamètre 14 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7213912000;HS10;Fil machine pour renforcement des pneumatiques diamètre 14 mm;Fil machine pour renforcement des pneumatiques diamètre 14 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7213919000;HS10;Fil machine en fer <6mm - Autre;Iron wire rod <6mm - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721399;HS6;Autres;Iron or non-alloy steel;;;;;;;;
7213991000;HS10;Fil machine c 025 diamètre 14 mm;Fil machine c 025 diamètre 14 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7213992000;HS10;Fil machine c 025 diamètre 14 mm;Fil machine c 025 diamètre 14 mm;Métallurgie;15.0;2.0;;19.0;;=;36.0
7213999000;HS10;Autres - Autre;Iron or non-alloy steel - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
7214;RANGEE 14;"Iron or non-alloy steel; bars and rods, not further worked than forged, hot-rolled, hot drawn or hot-extruded, but including those twisted after rolling";;;;;;;;;
721410;HS6;Barres en fer forgées;Forged iron bars;;;;;;;;
7214101000;HS10;Barres en fer forgées;Forged iron bars;Métallurgie;15.0;2.0;;19.0;;=;36.0
7214102000;HS10;Barres en fer forgées;Forged iron bars;Métallurgie;15.0;2.0;;19.0;;=;36.0
7214109000;HS10;Barres en fer forgées - Autre;Forged iron bars - Other;Métallurgie;15.0;2.0;;19.0;;=;36.0
721420;HS6;Barres en fer avec crénelures;Ribbed iron bars;;;;;;;;
7214201000;HS10;Barres en fer avec crénelures;Ribbed iron bars;Métallurgie;15.0;2.0;;19.0;;=;36.0
7214202000;HS10;Barres en fer avec crénelures;Ribbed iron bars;Métallurgie;15.0;2.0;;19.0;;=;36.0
