"Chapitre;Description Chapitre (FR);Description Chapitre (EN);Code SH6;Description Produit (FR);Description Produit (EN);Statut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290532;Propylène glycol (propane-1;Alcohols;acyclic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290539;Autres;Alcohols;acyclic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290541;2-Ethyl-2-(hydroxyméthyl) propane-1;Alcohols;polyhydric","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290542;Pentaérythritol (pentaérythrite);Alcohols;polyhydric","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290543;Mannitol;Alcohols;polyhydric","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290544;D-glucitol (sorbitol);Alcohols;polyhydric","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290545;Glycérol;Alcohols;polyhydric","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290549;Autres;Alcohols;polyhydric","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290551;Ethchlorvynol (DCI);Alcohols;acyclic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290559;Autres;Alcohols;acyclic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290611;Menthol;Alcohols;cyclanic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290612;Cyclohexanol;Alcohols;cyclanic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290613;Stérols et inositols;Alcohols;cyclanic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290619;Autres;Alcohols;cyclanic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290621;Alcool benzylique;Alcohols;aromatic alcohols and derivatives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290629;Autres;Alcohols;aromatic and derivatives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290711;Phénol (hydroxybenzène) et ses sels;Monophenols;phenol (hydroxybenzene) and its salts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290712;Crésols et leurs sels;Monophenols;cresols and their salts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290713;Octyphénol;sels de ces produits;Monophenols","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290715;Naphtols et leurs sels;Monophenols;naphthols and their salts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290719;Autres;Monophenols;n.e.c. in item no. 2907.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290721;Résorcinol et ses sels;Polyphenols;resorcinol and its salts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290722;Hydroquinone et ses sels;Polyphenols;hydroquinone (quinol) and its salts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290723;4;Polyphenols;4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290729;Autres;Phenol-alcohols and polyphenols n.e.c. in item number 2907.2;Ajouté","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290811;Pentachlorophénol (ISO);Phenol or phenol-alcohol derivatives containing only halogen substituents and their salts;pentachlorophenol (ISO)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290819;Autres;Phenol or phenol-alcohol derivatives containing only halogen substituents and their salts;other than pentachlorophenol (ISO)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290891;Dinosèbe (ISO) et ses sels;Phenol or phenol-alcohol derivatives;dinoseb (ISO) and its salts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290892;4;Phenol or phenol-alcohol derivatives;4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290899;Autres;Phenol or phenol-alcohol derivatives;other than dinoseb (ISO)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290911;Ether diéthylique (oxyde de diéthyle);Ethers;acyclic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290919;Autres;Ethers;acyclic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290920;Ethers cyclaniques;Ethers;cyclanic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290930;Ethers aromatiques et leurs dérivés halogénés;Ethers;aromatic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290941;2.2'-Oxydiéthanol (diéthylène-glycol);Ether-alcohols and their halogenated;2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290943;Ethers monobutyliques de l'éthylène glycol ou du diéthylène glycol;Ether-alcohols and their halogenated;monobutyl ethers of ethylene glycol or of diethylene glycol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290944;Autres éthers monoalkyliques de l'éthylène glycol ou du diéthylène glycol;Ether-alcohols and their halogenated;monoalkylethers of ethylene glycol or of diethylene glycol n.e.c. in heading no. 2909","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290949;Autres;Ether-alcohols and their halogenated;n.e.c. in item no. 2909.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290950;Ethers-phénols;Ether-phenols;Ajouté","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;290960;Péroxydes d'alcools;Alcohol peroxides;Ajouté","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291010;Oxirane (oxyde d'éthylène);Epoxides;with a three-membered ring and their halogenated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291020;Méthyloxirane (oxyde de propylène);Epoxides;with a three-membered ring and their halogenated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291030;1-Chloro-2;Epoxides;with a three-membered ring and their halogenated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291040;Dieldrine (ISO;Epoxides;with a three-membered ring and their halogenated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291050;Endrine (ISO);Epoxides;with a three-membered ring and their halogenated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291090;Autres;Epoxides;with a three-membered ring and their halogenated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291100;Acétals et hémi-acétals;Acetals and hemiacetals;whether or not with other oxygen function","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291211;Méthanal (formaldéhyde);Aldehydes;acyclic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291212;Ethanal (acétaldéhyde);Aldehydes;acyclic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291219;Autres;Aldehydes;acyclic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291221;Benzaldéhyde (aldéhyde benzoïque);Aldehydes;cyclic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291229;Autres;Aldehydes;cyclic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291241;Vanilline (aldéhyde méthylprotocatéchique);Aldehydes;aldehyde-ethers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291242;Ethylvanilline (aldéhyde éthyprotocatéchique);Aldehydes;aldehyde-ethers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291249;Autres;Aldehyde-alcohols;other than vanillin (4-hydroxy-3-methoxybenzaldehyde) and ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291250;Polymères cycliques des aldéhydes;Aldehydes;cyclic polymers of aldehydes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291260;Paraformaldéhyde;Paraformaldehyde;Ajouté","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291300;Dérivés halogénés;Aldehydes;halogenated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291411;Acétone;Ketones;acyclic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291412;Butanone (méthyléthylcétone);Ketones;acyclic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291413;4-Méthylpentane-2-one (méthylisobutylcétone);Ketones;acyclic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291419;Autres;Ketones;acyclic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291422;Cyclohexanone et méthycyclohexanones;Ketones;cyclanic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291423;Ionones et méthylionones;Ketones;cyclanic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291429;Autres;Ketones;cyclanic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291431;Phénylacétone (phénylpropane-2-one);Ketones;aromatic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291439;Autres;Ketones;aromatic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291440;Cétones-alcools et cétones-aldéhydes;Ketone-alcohols and ketone-aldehydes;Ajouté","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291450;Cétones-phénols et cétones contenant d'autres fonctions oxygénées;Ketone-phenols and ketones with other oxygen function;Ajouté","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291461;Anthraquinone;Quinones;anthraquinone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291462;Coenzyme Q10 (ubidécarénone (DCI));Quinones;coenzyme Q10 (ubidecarenone (INN))","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291469;Autres;Quinones;other than anthraquinone and coenzyme Q10 (ubidecarenone (INN))","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291471;Chlordécone (ISO);Ketones and quinones;halogenated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291479;Autres;Ketones and quinones;halogenated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291511;Acide formique;Acids;saturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291512;Sels de l'acide formique;Acids;saturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291513;Esters de l'acide formique;Acids;saturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291521;Acide acétique;Acids;saturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291524;Anhydride acétique;Acids;saturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291529;Autres;Acids;saturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291531;Acétate d'éthyle;Acids;saturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291532;Acétate de vinyle;Acids;saturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291533;Acétate de n-butyle;Acids;saturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291536;Acétate de dinosèbe (ISO);Acids;saturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291539;Autres;Acids;saturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291540;Acides mono-;Acids;saturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291550;Acide propionique;Acids;saturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291560;Acides butanoïques;Acids;saturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291570;Acide palmitique;Acids;saturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291590;Autres;Acids;saturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291611;Acide acrylique et ses sels;Acids;unsaturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291612;Esters de l'acide acrylique;Acids;unsaturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291613;Acide méthacrylique et ses sels;Acids;unsaturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291614;Esters de l'acide méthacrylique;Acids;unsaturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291615;Acide oléique;Acids;unsaturated acyclic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291616;Binapacryl (ISO);Acids;unsaturated acyclic monocarboxylic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291619;Autres;Acids;unsaturated acyclic monocarboxylic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291620;Acides monocarboxyliques cyclaniques;Acids;cyclanic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291631;Acide benzoïque;Acids;aromatic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291632;Peroxyde de benzoyle et chlorure de benzoyle;Acids;aromatic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291634;Acide phénylécatique et ses sels;Acids;aromatic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291639;Autres;Acids;aromatic monocarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291711;Acide oxalique;Acids;acyclic polycarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291712;Acide adipique;Acids;acyclic polycarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291713;Acide azélaïque;Acids;acyclic polycarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291714;Anhydride maléique;Acids;acyclic polycarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291719;Autres;Acids;acyclic polycarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291720;Acides polycarboxyliques cyclaniques;Acids;cyclanic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291732;Orthophtalates de dioctyle;Acids;aromatic polycarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291733;Orthophtalates de dinonyle ou de didécyle;Acids;aromatic polycarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291734;Autres esters de l'acide orthophtalique;Acids;aromatic polycarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291735;Anhydride phtalique;Acids;aromatic polycarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291736;Acide téréphtalique et ses sels;Acids;aromatic polycarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291737;Téréphtalate de diméthyle;Acids;aromatic polycarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291739;Autres;Acids;aromatic polycarboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291811;Acide lactique;Acids;carboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291812;Acide tartrique;Acids;carboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291813;Sels et esters de l'acide tartrique;Acids;carboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291814;Acide citrique;Acids;carboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291815;Sels et esters de l'acide citrique;Acids;carboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291816;Acide gluconique;Acids;carboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291817;Acide 2;Acids;carboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291818;Chlorobenzilate (ISO);Acids;carboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291819;Autres;Acids;carboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291821;Acide salicylique et ses sels;Acids;carboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291822;Acide O-acétylsalicylique;Acids;carboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291823;Autres esters de l'acide salicylique et leurs sels;Acids;carboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291829;Autres;Acids;carboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291830;Acides carboxyliques à fonction aldéhyde ou cétone mais sans autre fonction oxygénée;Acids;carboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291891;2;Acids;carboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291899;Autres;Acids;carboxylic acids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291910;Phosphate de tris(2;Esters;phosphoric","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;291990;Autres;Esters;phosphoric","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
